Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41518;1346453;428943;1503591;-104015;64154;18512;3257638;-2010443;-120243;-418780;0;-258406;-2807873;449766;98492;55407;-236133;-216703;-65028;107601;305016;-88079;-39426;410340;4859;415199;-114199;0;301000;-168508
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;41518;281632;0;2256744;-352487;172408;7049;2365346;-1799621;-1496937;0;0;-24813;-3321371;-956025;511941;7303;-112741;-153719;-65096;-8068;1677307;-35930;1820997;864972;1238;866210;-142294;-109125;614791;0
BMG;30290;b1;;C;2;SAO PAULO;SP;41518;1631786;12941;126333;-2412;238635;0;2007283;-919888;-582;-12521;0;-221255;-1154247;853036;9004;5427;-34222;-486676;-12568;15591;13334;-271719;-761831;91205;240;91445;-18592;-2005;70847;-18418
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41518;1166691;13605;421657;10495;19122;90812;1722382;-700481;-69408;-9778;0;-47013;-826681;895701;32657;206932;-354942;-271337;-66341;14816;85266;-268058;-621006;274696;-1872;272824;-70960;-18895;182969;-61726
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41518;852125;23774;509831;-40381;168525;17700;1531574;-379901;-214358;-19325;0;-174553;-788136;743438;320865;145543;-350227;-468203;-96308;5133;204832;-406943;-645309;98129;388;98517;-42916;-7134;48467;0
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41518;953566;75127;443174;-49012;15117;0;1437970;-739457;-4171;-64759;0;-232414;-1040801;397169;13985;67288;-53052;-363543;-41941;-13465;92010;-135772;-434490;-37321;-20842;-58163;16401;-387;-42149;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41518;707035;245458;29053;-7632;0;0;973913;-246323;-229360;-239672;0;-132682;-848038;125875;0;27759;-1269;-77658;-12402;-12653;142586;-111984;-45622;80254;-7118;73135;-38200;0;34935;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41518;428548;0;416587;25817;19547;4751;895250;-272480;-182282;0;0;-101043;-555805;339445;351335;8563;-310864;-207987;-55483;0;304849;-195870;-105457;233987;-277;233710;-128322;-1693;103695;-33406
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41518;103414;0;1211397;-468227;31533;0;878117;-369485;-186064;0;0;-72723;-628271;249846;242630;0;-195460;-46281;-33234;23062;25623;-150923;-134582;115264;-31;115233;-49806;-23;65404;0
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41518;14444;0;565748;287186;0;0;867377;-105303;-719139;0;-79731;-1788;-905962;-38585;91343;61;-183153;-51858;-31862;0;157343;-25281;-43407;-81992;8;-81983;31256;-3591;-54318;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41518;554223;1305;72129;-2786;306;3370;628546;-262141;-880;-1200;0;-202737;-466957;161589;13973;17757;-86056;-128532;-4224;3354;17065;-70250;-236913;-75325;-982;-76306;33457;-4399;-47248;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41518;296749;51337;89514;23699;90895;0;552194;-165448;-11994;-40687;0;-98644;-316773;235421;50315;19387;-53927;-149055;-22488;2142;104485;-111635;-160777;74644;2419;77062;-22227;-5165;49670;0
BIC;32119;b1;;C;2;SAO PAULO;SP;41518;396150;48195;72204;-25777;41085;16;531874;-245345;-53459;-29658;0;-76878;-405339;126535;17034;9334;-47124;-48250;-20279;242;6977;-31820;-113885;12650;1114;13764;-8522;0;5242;0
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41518;422695;0;94979;-33201;30561;0;515034;-202207;-19011;0;0;-137211;-358429;156605;6755;13129;-38548;-98383;-24831;1957;50650;-17701;-106974;49631;1843;51474;-5224;-5002;41248;-31287
BRB;31976;b1;;C;1;BRASILIA;DF;41518;443552;0;54107;0;1097;5976;504732;-155458;-640;0;0;-72122;-228220;276512;7384;33623;-160562;-85018;-20662;10686;15323;-35985;-235211;41302;-5908;35393;-901;-4108;30384;0
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41518;329153;151298;12320;0;0;0;492771;-211264;0;-154527;0;-37780;-403572;89200;8170;28354;-547;-101979;-18455;-8769;38411;-37260;-92075;-2875;-18;-2893;16640;0;13747;-47700
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41518;310636;0;150178;-47007;64504;0;478311;-161179;-178733;0;0;-18455;-358367;119944;34531;2646;-34630;-19583;-9600;4479;137187;-128182;-13152;106792;-1139;105653;-18780;-19544;67329;-21459
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41518;129749;0;279073;-694;2039;9646;419813;-314584;-28287;0;0;-5792;-348663;71150;7997;10;-19992;-36285;-4510;2651;4043;-3662;-49747;21403;-3;21401;-9494;0;11906;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;41518;213058;61083;105906;7733;9341;0;397121;-208565;-34273;-51834;0;2550;-292121;104999;6201;6695;-38739;-27447;-6049;2599;32003;-52571;-77308;27691;-903;26788;815;-2703;24900;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41518;370430;0;17425;0;0;0;387855;0;0;0;0;-65346;-65346;322508;3;0;-3247;-102213;-20044;0;69593;0;-55908;266600;0;266600;-105156;0;161444;-13500
BANESTES;30159;b1;;C;1;VITORIA;ES;41518;178515;15740;166497;0;4626;7524;372903;-206445;-3588;-12303;0;-38497;-260834;112069;40152;17906;-62254;-48967;-12315;3367;6633;-15164;-70643;41426;937;42364;-11285;-3245;27834;-10799
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41518;19501;298235;44781;0;0;0;362517;-84329;-6671;-266867;0;-15135;-373002;-10485;0;0;0;-7666;-562;0;3402;-11024;-15851;-26336;0;-26336;1843;0;-24493;0
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41518;116838;0;215321;0;0;4900;337059;-270192;-9216;0;0;-3393;-282801;54259;47591;21;-16079;-34373;-5018;416;1788;-31974;-37627;16632;388;17019;-6160;-803;10056;0
PINE;50304;b1;;C;2;SAO PAULO;SP;41518;151312;0;70072;32062;39958;0;293405;-151093;-40494;0;0;-31893;-223480;69925;25742;876;-22195;-23543;-2730;5827;5260;-705;-11469;58456;2151;60607;-9314;-11050;40243;-15638
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41518;174932;0;112992;2928;0;0;290853;-59517;-93302;0;-13114;-27213;-193146;97707;10888;2436;-33972;-18803;-7158;2763;8512;-13109;-48443;49264;1;49265;-19470;-2081;27714;0
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41518;11673;0;147368;-38466;166053;0;286627;-37678;-131328;0;0;-2;-169009;117618;138142;592;-88251;-36079;-12508;0;22497;-78955;-54563;63056;-3645;59411;-23815;0;35596;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41518;205394;67367;970;0;0;0;273731;-27562;-68068;-65539;0;-56233;-217402;56329;4;4158;-16699;-21501;-8079;0;23166;-15671;-34623;21706;547;22253;-11731;0;10521;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41518;262587;0;3356;0;0;0;265943;-5543;0;0;0;-87603;-93146;172796;56531;38424;-15694;-88643;-27097;0;9306;-38391;-65564;107232;0;107232;-42723;0;64509;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41518;257513;0;1877;0;2;0;259392;-4887;0;0;0;-104997;-109884;149508;1236;11143;-13692;-35795;-576;0;11921;-30964;-56726;92782;-18;92763;-37058;0;55705;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41518;175414;68565;94519;-87318;0;0;251179;-25272;-32601;-56317;-18343;-51418;-183951;67228;5250;5298;-34100;-68956;-5399;-1766;42008;-43087;-100752;-33524;527;-32997;-1657;0;-34655;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41518;225517;0;26594;-2305;0;0;249806;-70311;-77;0;-187;-54117;-124693;125113;2010;1772;-10865;-54457;-9969;2331;27047;-67308;-109438;15675;-118;15557;-5358;0;10198;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41518;35873;0;116531;-30094;124779;0;247088;-99373;-24217;0;0;26128;-97462;149626;60291;106;-56603;-19107;-13951;31;18449;-24435;-35219;114407;-53;114354;-15379;0;98975;-36445
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41518;207110;0;24999;0;49;2488;234646;-62526;0;0;0;-21446;-83972;150674;2852;11893;-44452;-39471;-9434;0;915;-754;-78451;72222;-341;71881;-34719;-3469;33692;-5216
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41518;74495;0;157054;0;1178;13;232740;-46047;-87021;0;0;-16850;-149919;82821;100225;17726;-95753;-63853;-15607;0;113160;-81997;-26100;56721;1072;57793;-47280;0;10513;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41518;182146;0;32800;0;0;0;214946;0;-90306;0;0;-15818;-106124;108822;5874;0;-36955;-6587;-5192;0;2776;-3537;-43621;65201;192;65393;-27442;0;37951;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41518;0;0;132526;18233;41524;0;192283;-75413;0;0;0;0;-75413;116870;33309;0;-50760;-14614;-20330;13643;15458;-32431;-55725;61144;0;61144;-25239;0;35905;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41518;173882;0;6712;0;4;0;180598;-6927;0;0;0;-13840;-20767;159831;24989;9696;-3189;-45046;-11139;0;727;-89015;-112977;46854;125;46980;-18568;0;28412;0
BES;51482;b2;;C;3;SAO PAULO;SP;41518;48069;0;100586;28891;0;0;177546;-142637;-4218;0;-689;618;-146926;30620;14462;1578;-12972;-17487;-2401;1636;729;-1390;-15845;14775;0;14775;-4704;0;10071;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41518;150940;0;17587;-1282;0;0;167245;-63676;-579;0;0;-21025;-85279;81966;2884;815;-7867;-43502;-5054;7807;3565;-1209;-42561;39405;27;39432;-7819;-73;31540;-10475
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;41518;124584;53947;13421;-31626;0;0;160325;-33277;-9955;-49011;0;-9989;-102232;58093;0;11049;-7617;-29972;-5046;0;8129;-3573;-27030;31063;-1888;29175;-10239;-1245;17691;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41518;143;159381;0;-10;0;0;159514;0;-22023;-123899;0;-878;-146799;12715;0;0;0;-5524;-1313;0;5559;-1229;-2506;10209;121;10329;-4349;0;5980;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41518;126101;15830;11707;-2629;0;0;151009;-19997;-12013;-12593;0;-6952;-51554;99455;896;5;-7140;-10377;-4913;0;8057;-22991;-36463;62991;-2306;60686;-24051;-678;35957;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41518;142956;0;2593;0;0;0;145549;-16819;0;0;0;-45965;-62784;82765;38177;22134;-5219;-43589;-10064;0;8964;-50538;-40135;42630;0;42630;-16255;-1097;25277;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;41518;137906;2586;2629;0;0;0;143121;-49214;0;-2322;0;-32669;-84205;58916;4739;14614;-2887;-37723;-6018;0;5205;-4719;-26788;32128;0;32128;-12714;0;19414;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;41518;128774;0;10394;-459;0;0;138709;-63674;0;0;0;-22143;-85817;52892;2214;15861;-2630;-61841;-3654;10337;2904;-8963;-45772;7120;-1280;5840;7190;0;13031;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41518;126815;1045;12368;-3470;0;0;136758;-72616;-10189;-2096;0;-18604;-103505;33254;287;1151;-6155;-7875;-3134;0;3138;-4333;-16920;16334;-686;15648;-6167;-442;9038;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41518;63009;40236;26810;6107;0;0;136162;-23650;-9664;-38522;0;-21666;-93502;42660;963;5331;-7320;-10206;-3434;0;0;-6760;-21425;21235;2129;23364;-7685;-784;14895;-6674
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41518;4848;0;129561;0;0;0;134409;-129631;0;0;0;-35;-129666;4744;0;0;-10556;44020;0;1;583;-38824;-4776;-32;31;-1;0;0;-1;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41518;86449;42696;7047;-3722;0;0;132469;-4544;-25895;-30193;0;-29546;-90178;42291;25605;99;-11870;-16500;-6392;0;2885;-7262;-13435;28856;-63;28793;-11387;0;17406;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41518;78533;20317;23595;-7644;10798;0;125599;-51832;-8479;-20468;0;-14909;-95687;29912;185;2879;-16061;-12321;-4900;1672;16960;-10684;-22271;7641;-421;7221;-514;-848;5858;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41518;4998;0;130034;-57205;42545;0;120372;-91650;0;0;0;2869;-88782;31590;44560;0;-13764;-13949;-1461;109;24322;-28431;11387;42976;-1;42975;5563;-1484;47054;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41518;89520;0;22266;0;0;3796;115582;-43709;-1309;0;0;-6142;-51160;64422;12812;3422;-30930;-20978;-5271;-2;121;-305;-41132;23290;-41;23249;-7244;-1494;14511;-2960
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41518;45382;0;50476;0;0;15813;111671;-65638;0;0;0;1303;-64335;47336;0;768;-16369;-7970;-2717;0;456;-3227;-29059;18277;837;19114;0;0;19114;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41518;64343;0;31964;1882;5796;0;103985;-57023;-26160;0;0;-6670;-89853;14132;7877;1917;-23103;-16872;-2559;1591;75374;-52221;-7994;6138;435;6573;-2703;-1868;2003;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41518;79267;0;23386;0;0;0;102653;-23026;-13436;0;0;-11147;-47608;55044;1013;580;-14182;-11916;-200;0;3554;-2423;-23575;31470;123;31593;-299;-1200;30093;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41518;89213;0;10884;0;23;0;100121;-9683;-20452;0;0;-20156;-50290;49831;12890;1110;-21174;-14752;-4446;0;1634;-10139;-34878;14953;349;15302;-8246;-877;6179;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41518;16165;0;83845;-19152;17637;0;98495;-43415;-25906;0;0;-7201;-76522;21973;848;205;-19562;-7129;-586;0;46285;-9329;10731;32704;-2;32702;-14795;0;17906;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41518;92908;0;730;-46;0;0;93592;-5818;-29755;0;0;-14126;-49699;43892;8456;0;-6452;-3524;-2930;0;0;-79;-4529;39364;56;39420;-15409;-670;23341;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41518;19777;0;7876;-5707;69346;0;91292;-9869;-979;0;0;-5255;-16102;75190;7455;453;-26208;-33558;-4883;604;29845;-22069;-48359;26831;-1106;25725;-8990;-2542;14193;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41518;61100;18134;11623;58;0;0;90914;-11108;-14631;-18288;0;-52453;-96479;-5565;753;1242;-6688;-5534;-2325;0;7893;-1354;-6012;-11578;-5618;-17195;7223;0;-9972;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41518;71705;0;19119;0;0;0;90824;-27816;0;0;0;-46127;-73943;16881;6665;5562;-2941;-35410;-4959;0;23549;-5871;-13404;3477;69;3545;-744;0;2801;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41518;60830;26150;498;0;0;0;87478;-5825;-13518;-23118;0;-39489;-81950;5529;48;2843;-7134;-8557;-2518;182;1728;-1134;-14543;-9015;567;-8448;3531;-517;-5434;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41518;80025;0;8660;-1269;0;0;87417;-19872;-1949;0;0;-27116;-48937;38480;6909;20125;-21463;-33010;-4999;1909;3919;-3862;-30474;8006;-121;7885;-2268;-1356;4261;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41518;962;78290;1365;-129;0;0;80488;-6954;-794;-58527;0;-760;-67036;13452;9;0;-4170;-10933;-769;0;2098;-1166;-14930;-1478;465;-1013;-2709;0;-3722;0
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;41518;0;0;79056;0;0;0;79056;0;0;0;0;0;0;79056;1;0;-787;-401;0;0;3491;-1;2303;81359;0;81359;-320;0;81038;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41518;16116;0;30520;952;30925;0;78513;-24752;-13664;0;0;1115;-37301;41211;3408;1;-6393;-3770;-1505;-162;3458;-18518;-23481;17730;7;17737;-6386;0;11351;0
BBM;30207;b1;;C;2;SALVADOR;BA;41518;34119;0;29443;5313;6346;0;75221;-39437;-11187;0;0;-13842;-64466;10755;4899;9;-7411;-8435;-2222;4190;25096;-21290;-5165;5589;-4;5585;2368;0;7953;-6992
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41518;47778;182;12856;-3802;15915;0;72929;-30500;-14948;-168;0;-7897;-53513;19416;1295;840;-11180;-5340;-2589;42;7710;-68;-9289;10127;-67;10060;-1370;0;8690;-6000
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41518;59579;0;12835;0;0;0;72414;0;-28765;0;0;-21329;-50094;22319;2170;368;-8949;-4247;-2080;0;117;-1322;-13944;8375;0;8375;-1298;0;7077;-4489
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41518;65425;0;6422;-44;0;0;71802;-25824;-125;0;0;-12625;-38574;33229;890;1508;-4366;-31726;-437;1416;1084;-987;-32619;610;-670;-60;746;0;685;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41518;60548;0;10327;0;0;0;70875;-19223;-974;0;0;-5227;-25424;45451;4904;265;-12762;-16918;-68;0;63;-1001;-25517;19934;-45;19889;0;-1012;18877;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41518;1928;0;40395;-814;25205;0;66714;-23563;-227471;0;0;-98;-251132;-184418;8109;0;-15944;-7494;-1585;-582;217661;-10330;189836;5418;-2;5415;-4128;-3897;-2610;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41518;9197;0;21252;58;34319;0;64826;-17207;-13129;0;0;-2063;-32400;32426;24015;3032;-13808;-21011;-4930;70;1715;-9022;-19938;12487;10;12497;-5002;-400;7094;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41518;42054;16441;4772;498;0;0;63765;-15511;-4424;-11118;0;-10183;-41237;22529;3282;897;-2076;-5775;-1726;8251;1393;-6952;-2705;19824;-163;19661;-3019;-285;16357;-4000
ING;51073;b1;;C;3;SAO PAULO;SP;41518;9589;0;43631;-14207;24747;0;63761;-20576;-18796;0;0;436;-38936;24825;602;0;-6145;-2219;-768;0;9120;-6327;-5736;19089;-35;19053;-8057;-202;10794;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41518;7;0;63582;0;0;0;63589;-60571;0;0;0;1;-60571;3018;0;0;-659;-439;-4;1042;0;-64;-125;2893;0;2893;0;0;2893;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41518;1848;0;55562;0;0;0;57410;-55562;-5;0;0;0;-55567;1843;0;0;-6845;26219;1;0;163;-21380;-1843;0;0;0;0;0;0;0
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;41518;47092;0;31329;-22746;82;0;55758;-18983;-97;0;0;-16718;-35798;19960;1595;0;-23099;-14003;-1555;792;1830;-5666;-40106;-20147;13;-20134;10106;-7800;-17828;0
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;41518;0;0;55575;58;0;0;55634;-46660;0;0;0;0;-46660;8974;2953;0;-1319;-4843;-701;0;75;-75;-3909;5064;0;5064;-2052;0;3013;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41518;47187;0;7322;0;0;0;54509;-21846;-193;0;0;-1953;-23991;30518;0;0;-7571;-6233;-35;0;110;-1226;-14956;15562;0;15562;0;0;15562;-3508
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;41518;42260;0;11544;-165;0;0;53638;-15179;-10100;0;0;-14582;-39861;13777;389;552;-5411;-6247;-32;0;16054;-3848;1456;15233;-51;15182;-43;0;15139;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41518;2141;0;37850;11658;0;0;51649;-19707;-22001;0;-269;-611;-42589;9061;84960;0;-71696;-22853;-7135;0;8031;-9110;-17802;-8741;517;-8225;-7382;0;-15606;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41518;42839;0;7608;0;0;0;50447;-4722;-24047;0;0;-6805;-35575;14872;5876;1985;-8009;-6462;-156;0;24845;-14963;3114;17987;128;18115;-1110;0;17005;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;41518;22746;0;3011;1995;19794;2;47549;-5878;-18990;0;0;-11701;-36569;10980;1;0;-986;-1164;-983;0;1;-2594;-5725;5254;0;5254;-2210;0;3045;0
