Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;01/12/2014;1261806;56903;981282;197686;413700;25176;2936555;-932617;-748450;-44400;0;-545075;-2270541;666013;457909;130909;-744896;-658018;-130358;12714;393328;-655027;-1193439;-527426;-3239;-530665;564473;-16540;17268;-451000
PAN;31323;b1;;C;2;SAO PAULO;SP;01/12/2014;2287761;93702;124900;197515;108012;0;2811890;-2064884;-10778;-87367;0;-466167;-2629196;182694;28292;163247;-123623;-780168;-108329;-23680;817851;-375889;-402300;-219605;351199;131594;-25487;0;106107;-1811
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;01/12/2014;1030846;0;1220220;215413;126613;12472;2605563;-829811;-864521;0;0;-221533;-1915865;689698;920349;23426;-757233;-472304;-112243;0;816774;-480634;-61865;627832;4809;632641;-169462;-41842;421338;-77594
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;01/12/2014;60293;0;1668410;86143;607812;0;2422657;-278770;-1706890;0;0;21903;-1963757;458900;219099;233;-356295;-120755;-165525;0;419396;-10877;-14723;444176;-933;443243;-347604;-4648;90992;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;01/12/2014;1480736;365769;71708;253774;0;0;2171986;-492734;-538614;-334799;0;-206679;-1572826;599160;0;54276;-1755;-194334;-44868;5920;269996;-329988;-240753;358407;-13191;345216;-69004;0;276212;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;01/12/2014;1365051;0;288571;57440;411824;0;2122886;-175592;-1579003;0;0;-111210;-1865806;257080;30577;6522;-77297;-49927;-17149;14677;33760;-45652;-104489;152591;-36;152555;-30529;-13145;108881;-58742
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;01/12/2014;1223524;0;214717;443769;162132;0;2044142;-1138798;-251567;0;0;-204720;-1595085;449057;16486;34422;-108283;-228687;-64554;18550;191122;-64510;-205454;243602;-9111;234492;-63201;-25775;145516;-59657
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;01/12/2014;703935;73014;701675;142188;261482;0;1882294;-537265;-586124;-62611;0;-162816;-1348816;533478;159049;42491;-161654;-360987;-51980;3187;234295;-199862;-335462;198015;2110;200125;-73704;-10025;116396;-21000
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;01/12/2014;266568;0;600441;756614;179301;0;1802924;-844055;-825389;0;0;-74867;-1744311;58613;442812;0;-607817;-199556;-77442;235260;233702;-149103;-122144;-63532;20210;-43322;94642;-4823;46498;0
BIC;32119;b1;;C;3;SAO PAULO;SP;01/12/2014;743654;78797;153585;284972;268284;129;1529421;-830055;-336014;-69026;0;-966792;-2201887;-672466;34851;9586;-114026;-109143;-37656;740;28386;-107861;-295122;-967588;-59974;-1027562;435778;0;-591784;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;01/12/2014;1204476;363;172251;85006;17748;7064;1486908;-621665;-21925;-329;0;-358674;-1002594;484314;29183;43734;-176911;-285224;-7943;8825;32668;-264521;-620189;-135875;-3625;-139499;64545;-174;-75129;-13944
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;01/12/2014;339913;175711;201449;726086;0;0;1443159;-19731;-951859;-133434;-51855;-58420;-1215299;227860;13352;6600;-59761;-153441;-11535;-3873;62634;-100874;-246897;-19037;-53;-19090;11244;0;-7846;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;01/12/2014;648361;0;354607;332962;33276;0;1369206;-693170;-509020;0;0;-53312;-1255502;113705;85888;8320;-78663;-48216;-15649;112702;72969;-77825;59525;173229;33;173262;34501;-47590;160173;-50121
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;01/12/2014;438136;0;734930;2261;14490;25007;1214823;-860710;-120207;0;0;-257;-981174;233649;19427;20;-50081;-112142;-12228;5498;11026;-10497;-148977;84672;-30;84642;-31749;0;52893;0
BRB;31976;b1;;C;1;BRASILIA;DF;01/12/2014;1054843;0;102572;0;5389;13904;1176708;-447384;-3293;0;0;-184681;-635358;541350;20272;74657;-332681;-194433;-42943;39536;42867;-104007;-496733;44617;-13842;30774;21782;-6894;45662;-14500
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;01/12/2014;1108968;0;64212;0;0;0;1173181;0;0;0;0;-178493;-178493;994688;0;0;-9544;-319836;-57281;0;96713;-2809;-292756;701931;65;701996;-275775;-141;426081;-37900
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;01/12/2014;1025757;92689;34811;0;0;0;1153257;-686495;0;-89548;0;-103157;-879200;274057;19378;67437;-340;-219306;-64323;9096;87662;-52350;-152746;121312;885;122197;-3701;0;118497;-48002
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;01/12/2014;83038;815832;186994;0;0;0;1085864;-353842;-21083;-642372;0;-76373;-1093671;-7807;0;0;0;-20572;-5138;0;39810;-16336;-2236;-10043;0;-10043;74;0;-9969;0
ING;51073;b1;;C;3;SAO PAULO;SP;01/12/2014;22967;0;113637;172897;726788;0;1036289;-35789;-947454;0;0;-1948;-985191;51098;6083;0;-19027;-9137;-3627;0;6419;-5417;-24706;26392;0;26392;6098;-615;31875;-41114
BANCOOB;51750;b1;;C;2;BRASILIA;DF;01/12/2014;311621;0;705315;0;0;13773;1030710;-876184;-24489;0;0;-1476;-902149;128561;137500;43;-37001;-75257;-19371;1926;5053;-90103;-77209;51351;1613;52964;-18993;-3184;30787;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;01/12/2014;541004;124183;252105;67160;3874;0;988326;-567597;-56709;-101886;0;-13785;-739977;248349;14324;22456;-81464;-54727;-15338;10130;41628;-107172;-170164;78185;-589;77596;-13939;-3753;59903;-20217
BANESTES;30159;b1;;C;1;VITORIA;ES;01/12/2014;425777;25087;495061;0;9504;19843;975273;-571691;-9074;-19921;0;-116496;-717182;258091;94004;39111;-146818;-111611;-28784;10161;18994;-39345;-164288;93803;3788;97591;-16233;-15437;65921;-20000
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;01/12/2014;184427;0;302205;307376;0;0;794007;-192041;-146868;0;-299601;6184;-632326;161681;148028;332;-156568;-74603;-98568;0;310090;-138177;-9466;152215;-26413;125802;13443;0;139245;-80000
PINE;50304;b1;;C;2;SAO PAULO;SP;01/12/2014;372713;0;171034;152512;63678;0;759938;-448955;-241406;0;0;-31794;-722154;37784;38074;1482;-49930;-42165;-3928;6078;36391;-20437;-34435;3349;3718;7067;33958;-17186;23839;-31200
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/12/2014;600824;3375;118891;917;0;0;724007;-336132;-20056;-2149;0;-130677;-489014;234993;18569;71191;-14511;-255353;-28552;16966;20747;-41464;-212406;22587;-3336;19250;13642;0;32892;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;01/12/2014;701769;0;12881;0;0;0;714650;-9256;0;0;0;-245585;-254841;459809;135727;98874;-41419;-227821;-356789;0;371241;-108372;-128559;331250;1;331250;-104797;0;226454;0
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;01/12/2014;306307;37537;35809;319713;0;0;699366;-81541;-413036;-28277;0;-16949;-539803;159563;0;28926;-19238;-74864;-14757;0;4175;-9817;-85575;73988;-4445;69543;-26689;-1655;41199;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;01/12/2014;627785;0;10877;0;15;0;638677;-16859;0;0;0;-293292;-310152;328525;1816;32655;-33148;-83766;-1606;-52;29684;-78202;-132618;195907;1;195908;-74770;0;121138;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;01/12/2014;520486;0;87464;0;484;7643;616076;-189901;-126;0;0;-89213;-279240;336836;3699;28136;-111734;-107465;-22197;0;5163;-2819;-207215;129621;-752;128869;-8648;-12682;107539;-12927
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;01/12/2014;452485;0;106520;-2534;44670;0;601141;-417744;-63393;0;0;-174428;-655564;-54423;15022;2326;-87142;-92021;-7989;20722;29287;-77669;-197466;-251889;-430;-252319;6819;-625;-246125;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;01/12/2014;59361;0;209403;237864;84750;0;591379;-91149;-351533;0;0;-13112;-455793;135585;2046;463;-54369;-36717;-927;0;39845;-49784;-99442;36143;-13;36130;-19114;0;17016;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;01/12/2014;202817;0;373450;50;7052;159;583528;-137097;-204713;0;0;-29269;-371079;212450;216264;59698;-243110;-126499;-39190;0;326954;-239891;-45775;166674;5272;171946;-31016;-17742;123188;-71179
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;01/12/2014;444163;0;97233;0;0;0;541396;0;-210761;0;0;-90481;-301242;240155;19322;0;-81849;-23092;-14309;0;8197;-9236;-100966;139188;4370;143559;-56033;0;87526;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;01/12/2014;0;0;465829;30319;12514;0;508663;-223652;0;0;0;-6268;-229919;278743;94921;0;-204762;-33445;-18742;22834;12817;-7841;-134219;144524;0;144524;1078;0;145602;-89876
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/12/2014;435134;45831;3034;0;0;0;483999;-74251;-120143;-45096;0;-104415;-343905;140094;4;14256;-35139;-48504;-17441;0;42340;-31266;-75750;64343;-3186;61157;-36930;0;24227;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;01/12/2014;395017;0;74433;4073;5995;50;479569;-241678;-7595;0;0;-39219;-288493;191076;4449;2299;-17758;-108998;-11071;26811;1467;-7581;-110381;80694;4;80698;-15852;-10397;54449;-45100
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;01/12/2014;448745;0;19133;0;26;0;467904;-18219;0;0;0;-88136;-106355;361548;75419;21504;-7996;-114037;-29660;0;2435;-167106;-219442;142107;90;142197;-54570;-140;87487;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/12/2014;436847;0;13685;0;0;0;450532;-59490;0;0;0;-171352;-230842;219691;104512;47668;-13085;-101331;-26942;0;28814;-131533;-91895;127796;0;127796;-40700;-1788;85308;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/12/2014;156886;213029;29120;21952;0;0;420986;0;-69708;-196076;0;-29805;-295589;125397;51914;65;-43694;-46642;-11749;0;10169;-16933;-56870;68528;157;68684;-32051;0;36633;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;01/12/2014;126328;0;109674;58120;120830;0;414953;-75093;-278543;0;0;971;-352665;62288;11953;4;-20817;-10023;-3602;10330;6723;-16721;-22153;40135;121;40256;-19275;-1011;19970;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/12/2014;329186;27038;54420;-3457;0;0;407187;-117127;-28726;-22306;0;-14900;-183059;224127;9052;11;-19115;-29216;-10707;1;8172;-18041;-59843;164285;-1040;163244;-40882;-1880;120482;-57417
BES;51482;b2;;C;3;SAO PAULO;SP;01/12/2014;104879;0;160020;119037;9398;0;393333;-379186;-13190;0;0;-8398;-400774;-7441;18261;2469;-35864;-28243;-7206;54275;3224;-44845;-37927;-45369;237;-45132;36020;-1491;-10603;-7400
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;01/12/2014;14518;0;375755;0;0;0;390273;-376543;0;0;0;-163;-376706;13567;0;0;-17340;101888;0;2362;1709;-102226;-13608;-41;41;0;0;0;0;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;01/12/2014;36345;0;122282;131839;96798;0;387263;-98758;-461877;0;0;-4128;-564764;-177501;19709;42;-40636;-19206;-4642;2882;288431;-50580;196001;18500;47;18548;-2114;-921;15513;-20750
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;01/12/2014;28470;0;210220;32620;111943;0;383254;-102795;-32769;0;0;201;-135363;247890;250861;1631;-210138;-59881;-25858;0;6207;-105623;-142801;105089;-45;105044;-21584;0;83459;-63900
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/12/2014;9250;0;180092;158153;18833;0;366328;-59978;-194947;0;0;-46;-254971;111357;205171;0;-132179;-45216;-19344;0;19643;-25714;2361;113717;1656;115374;-26033;-4009;85332;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;01/12/2014;273316;0;53760;34114;3163;0;364353;-129682;-50;0;0;-66844;-196576;167777;4309;3724;-29699;-113158;-9673;2832;42795;-97813;-196683;-28906;-779;-29685;12817;0;-16868;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/12/2014;348196;140;6225;1973;0;0;356534;-140149;-7172;-59;0;-81367;-228748;127786;12037;34041;-7471;-77342;-13827;0;7573;-10862;-55851;71935;13;71949;-28099;0;43849;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/12/2014;32;351944;0;0;0;0;351976;0;-39464;-275081;0;-18029;-332574;19402;0;0;-9;-10180;-2786;0;2275;-1328;-12028;7375;1418;8793;-3452;0;5341;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/12/2014;339955;0;3408;1440;0;0;344803;-36256;-165829;0;0;-48768;-250853;93950;21802;38;-14608;-11006;-7115;0;276;-289;-10902;83048;437;83486;-30838;-1813;50835;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/12/2014;252614;0;38261;23917;14163;0;328955;-44805;-140290;0;0;-50935;-236030;92925;22008;4175;-45430;-22784;-9415;0;27070;-23957;-48334;44591;-1686;42905;2130;-8002;37033;-37694
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/12/2014;256619;3144;50050;-3458;0;0;306356;-190085;-11927;-2958;0;3172;-201798;104559;615;196;-12130;-27087;-4894;0;7920;-7403;-42784;61775;-1105;60670;-16659;-710;43300;-25063
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/12/2014;143761;0;119340;-40311;79556;0;302346;-225017;-42848;0;0;-6338;-274204;28142;24202;4786;-49289;-47216;-6077;8689;39618;-9436;-34722;-6580;10101;3521;5922;-5777;3666;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;01/12/2014;99179;0;16948;2892;181408;13;300441;-32346;-207101;0;0;-3270;-242716;57725;2;0;-1527;-3395;-2621;0;92;-6169;-13617;44108;21;44129;-17662;0;26467;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/12/2014;103109;0;156560;0;0;39468;299137;-172897;0;0;0;1764;-171133;128004;0;1677;-39825;-22437;-7418;0;3719;-8390;-72673;55331;1686;57017;0;0;57017;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/12/2014;188769;19047;43729;13712;25672;0;290930;-138407;-48381;-18644;0;-23956;-229388;61542;250;7760;-25523;-26243;-5205;19864;12384;-10108;-26820;34722;-2133;32589;-5283;-3271;24035;0
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;01/12/2014;267107;0;92320;-98696;12872;0;273603;-74466;-56996;0;0;-4257;-135720;137883;13345;18;-50216;-35520;-7711;-456;17750;-12337;-75127;62756;1123;63880;-4717;-10133;49029;-41351
BBM;30207;b1;;C;2;SALVADOR;BA;01/12/2014;95000;0;72747;35418;69090;0;272255;-122492;-42757;0;0;-9443;-174692;97563;10023;26;-19231;-16858;-3562;18555;7409;-63582;-67221;30342;-310;30033;3366;-7112;26286;-28119
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/12/2014;193836;0;74834;0;0;0;268670;-72572;-27703;0;0;-29096;-129371;139299;3017;1642;-33045;-10173;-512;0;8915;-2657;-32813;106486;-1589;104896;-275;-2797;101825;-30691
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/12/2014;188869;0;67050;0;0;9585;265504;-113445;-2509;0;0;-37940;-153894;111610;28654;7704;-99552;-57958;-11340;-1396;4666;-4952;-134173;-22563;-177;-22740;8399;-805;-15147;0
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;01/12/2014;1126;0;142451;118555;0;0;262131;-117325;0;0;-106729;264;-223790;38341;65155;0;-34885;-28982;-1647;-480;15542;-11471;3233;41574;-6000;35574;-6256;-633;28685;-26996
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/12/2014;188387;0;25851;4811;0;0;219049;-67156;-8183;0;0;-49919;-125258;93792;15246;46491;-43144;-69300;-10709;5356;8224;-12795;-60631;33160;855;34015;-4010;-6673;23332;-9255
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/12/2014;38593;0;19814;-1586;161680;0;218501;-36545;-2570;0;0;-8104;-47219;171282;19927;1121;-59733;-68484;-9335;381;9625;-23377;-129877;41406;-1638;39768;-11884;-4296;23587;-5060
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/12/2014;174551;0;37643;0;0;0;212194;-71356;-2424;0;0;-15783;-89563;122631;8782;6999;-32785;-48421;-176;0;405;-966;-66161;56470;-98;56372;0;-2421;53951;-35978
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;01/12/2014;163834;0;48080;-550;0;0;211364;-77304;0;0;0;-91390;-168694;42670;17949;11878;-7220;-93970;-12273;0;68785;-8703;-23554;19116;2;19118;-11226;0;7892;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/12/2014;106565;618;47190;14705;38825;0;207903;-93063;-62500;-618;0;-8100;-164281;43622;3310;1843;-24778;-12005;-5588;-1425;17934;-1221;-21930;21693;-2587;19106;-2541;0;16565;-13700
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;;I;3;SAO PAULO;SP;01/12/2014;38534;0;21889;0;137478;0;197901;-9969;-172183;0;0;-481;-182633;15267;447;15;-5871;-5555;-777;0;5;-216;-11952;3315;-43;3272;-1466;-1115;691;0
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;01/12/2014;30559;0;41966;59044;61567;0;193136;-19972;-147942;0;0;-26658;-194572;-1436;35464;16;-22875;-12865;-2302;17489;12189;-6330;20785;19350;67;19417;5184;-1086;23515;-22500
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/12/2014;162354;24692;1700;0;0;0;188746;-17771;-37175;-21564;0;-47426;-123936;64809;204;7502;-17141;-27965;-6076;-727;13214;-4443;-35432;29377;319;29696;-1318;-1399;26980;-25000
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;01/12/2014;11;0;185621;0;0;0;185632;-176942;0;0;0;0;-176942;8690;0;0;-1478;-1437;-8;3145;33;-148;107;8797;0;8797;0;0;8797;0
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;01/12/2014;161938;0;19078;2670;0;0;183686;-81289;-717;0;0;-16352;-98358;85328;2404;3387;-24016;-52825;-1147;765;3569;-3210;-71073;14254;-1925;12329;-1008;0;11320;-6638
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;01/12/2014;5989;0;172910;0;0;0;178899;-172992;-6;0;0;5;-172993;5906;0;0;-15480;65595;0;1189;1381;-59022;-6335;-429;429;0;0;0;0;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;01/12/2014;129049;16441;29997;2145;0;0;177632;-54013;-6138;-15554;0;-5387;-81092;96540;3306;11039;-16161;-29269;-6145;0;767;-14051;-50513;46026;1897;47923;-15655;-1314;30954;-14874
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/12/2014;134140;5262;33824;1778;0;0;175005;-37820;-31208;-5023;0;-50061;-124111;50893;3619;2664;-15757;-11359;-4970;0;14896;-7579;-18484;32409;1814;34223;-12559;0;21664;-31000
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/12/2014;136212;0;35734;0;0;0;171946;0;-65577;0;0;-126467;-192043;-20097;4763;814;-19980;-12125;-4839;0;4254;-17852;-44967;-65064;-25;-65089;25444;0;-39645;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;01/12/2014;1088;156658;6567;1117;0;0;165431;-17876;-3492;-113185;0;-1537;-136089;29342;27;0;-7912;-5740;-1953;0;6196;-10146;-19528;9814;2043;11857;-2604;-817;8436;0
AGIPLAN FINANCEIRA S.A. - CREDITO FINANCIAMENTO E INVESTIMENTO;13660104;n1;;I;2;PORTO ALEGRE;RS;01/12/2014;156488;0;5144;-515;1221;0;162337;-8228;0;0;0;-44155;-52383;109954;4;2202;-6639;-38526;-7099;0;706;-178;-49531;60423;-64;60359;-21555;-110;38694;-3470
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;01/12/2014;1077;0;154350;18;0;4753;160198;-141931;-9612;0;0;0;-151543;8655;153;0;-10470;-4708;-15;4726;17072;-2068;4691;13346;31;13377;-34;0;13343;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;01/12/2014;2730;0;143814;0;0;494;147038;-151071;-721;0;0;-226;-152018;-4980;28;0;-4849;-4750;-28;5251;14541;-300;9893;4913;0;4913;0;0;4913;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/12/2014;118488;0;23023;0;0;0;141510;-64865;-570;0;0;-7730;-73165;68345;0;0;-16018;3750;-87;0;5277;-10204;-17281;51063;595;51659;0;0;51659;-8519
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/12/2014;25903;0;39241;-10096;81508;0;136556;-55379;-8492;0;0;-10562;-74432;62124;40157;9318;-33938;-53539;-10181;281;21570;-11750;-38083;24041;39;24080;-6319;-1131;16630;-7347
