Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;01/12/2016;1503127;60689;2190216;101800;0;221762;4077594;-1615939;-209273;-47286;-42686;-592454;-2507640;1569955;836955;176964;-738002;-768423;-183923;38097;372877;-627050;-892506;677449;-19171;658278;17680;-79512;596446;-500000
PAN;31323;b1;;C;2;SAO PAULO;SP;01/12/2016;3432504;8184;185603;-103181;10996;0;3534106;-2128213;-61;-8016;0;-551897;-2688186;845920;74136;164346;-232463;-1221008;-111880;45291;690745;-282543;-873377;-27457;-35335;-62792;50023;0;-12770;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;01/12/2016;1014165;0;1814831;6027;43846;14700;2893570;-669544;-1083780;0;0;-432673;-2185998;707572;1175345;31639;-947343;-608645;-142839;0;834656;-944922;-602110;105462;-513;104949;431816;-30259;506507;-121036
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;01/12/2016;432742;0;1892724;92540;50939;0;2468945;-1537908;-273776;0;0;-226126;-2037810;431135;380716;0;-445116;-162061;-48764;17225;60911;-161630;-358719;72416;565;72981;-4556;-315;68110;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;01/12/2016;551524;0;1597337;4362;6396;31205;2190824;-1794793;-83139;0;0;-4953;-1882884;307940;25453;44;-62053;-177268;-7678;6507;49687;-48137;-213445;94495;86;94581;-39520;0;55061;0
DAYCOVAL;51987;b1;;C;2;SAO PAULO;SP;01/12/2016;1491691;137611;357411;-44077;74024;0;2016660;-938997;-59866;-95209;0;-283200;-1377271;639390;15547;33668;-140475;-243508;-84204;10299;233064;-64930;-240538;398852;-3336;395516;-121041;-22064;252411;-89495
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;01/12/2016;1085693;0;728813;94810;0;0;1909315;-837485;-207677;0;-55230;-288519;-1388911;520404;184204;75694;-200699;-532190;-67622;2621;384508;-233876;-387358;133046;-1238;131807;-30184;-10833;90791;-45000
BANCOOB;51750;b1;;C;2;BRASILIA;DF;01/12/2016;498041;0;1259824;0;0;10617;1768482;-1541325;-39494;0;0;-5811;-1586630;181852;232390;36;-50899;-96450;-38445;7779;117132;-182563;-11020;170832;-93;170739;-72318;-6332;92088;0
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;01/12/2016;54873;0;527421;116191;1027110;0;1725595;-377537;-29032;0;0;233;-406336;1319260;329413;2510;-256910;-87471;-48574;2447;117662;-1042877;-983800;335460;-167;335293;-166065;0;169227;0
BANESTES;30159;b1;;C;1;VITORIA;ES;01/12/2016;431973;18294;1157605;0;0;19882;1627754;-1193581;-9908;-16594;-1167;-94440;-1315691;312063;93835;49189;-178381;-131655;-31490;9339;37007;-39296;-191452;120611;616;121227;-28379;-16172;76676;-28449
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;01/12/2016;1430522;0;164288;0;0;0;1594810;0;0;0;0;-334029;-334029;1260781;0;0;-12482;-488048;-81946;0;259123;-7163;-330517;930264;-223;930041;-323248;-224;606569;-141190
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;01/12/2016;1385128;0;187019;-6292;5768;18161;1589784;-587712;-2883;0;0;-380070;-970665;619119;27126;92435;-201775;-287660;-56894;6345;27416;-214246;-607253;11866;-4254;7612;2211;-3556;6267;-8507
BMG;30290;b1;;C;2;SAO PAULO;SP;01/12/2016;1469718;425;143437;-112826;24177;0;1524931;-945426;-50302;-317;0;-303507;-1299552;225379;11147;8294;-85196;-496459;-28202;22290;286858;-493510;-774779;-549400;593111;43711;-10043;-15489;18179;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;01/12/2016;1328197;53371;101881;-112884;0;0;1370566;-418031;-175649;-40952;0;-349198;-983830;386736;0;29061;-1416;-136670;-52273;67037;79982;-199849;-214128;172608;-24047;148561;-24316;0;124245;0
BRB;31976;b1;;C;1;BRASILIA;DF;01/12/2016;1211710;0;135749;2;2042;13109;1362612;-553765;-4825;0;0;-152822;-711412;651200;25011;69848;-403462;-215392;-46991;27454;195925;-86432;-434039;217161;-4084;213077;-30249;-23734;159094;-25000
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;01/12/2016;69892;0;1717316;-731226;290124;0;1346105;-489888;-276712;0;0;1680;-764920;581185;243839;302;-367860;-118457;-62643;0;77625;-38150;-265344;315842;-1060;314781;-118680;-12258;183844;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;01/12/2016;683616;0;692906;-54353;8844;0;1331013;-749507;-250852;0;0;-103912;-1104271;226742;124827;10715;-94485;-56267;-34209;19467;110219;-29247;51020;277762;-4050;273712;-7167;-55233;211311;-95857
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;01/12/2016;846076;0;309680;29078;41497;0;1226331;-240428;-362896;0;0;-305794;-909118;317213;53818;9170;-89804;-54993;-26806;0;17184;-13168;-104599;212614;-38;212576;-35025;-20265;157286;-120475
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;01/12/2016;84962;896519;78430;0;0;0;1059911;-226646;-20520;-755871;0;-13203;-1016239;43672;0;0;0;-22531;-3145;0;10658;-4962;-19979;23693;0;23693;-5694;0;17999;0
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;01/12/2016;991274;3605;51794;0;0;0;1046673;-633880;0;-3283;0;-122259;-759421;287252;29763;37210;-63058;-160278;-52844;35390;56372;-39231;-156675;130576;1607;132183;7851;-12644;127390;-102000
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;01/12/2016;996575;0;23841;0;0;0;1020415;-26298;0;0;0;-484604;-510902;509513;173941;153834;-58301;-280903;-86789;0;43637;-155271;-209853;299661;1078;300739;-123570;0;177169;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;01/12/2016;612090;95075;343407;-40397;8631;0;1018806;-561477;-76346;-72311;0;-50171;-760306;258500;22248;13493;-84889;-55313;-19407;12399;51398;-106751;-166821;91679;-1574;90106;-19275;-4156;66676;-20786
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;01/12/2016;302620;0;550242;-673;5038;0;857227;-164813;-212590;0;0;-93245;-470648;386579;323848;48972;-344035;-136666;-54127;0;349458;-432490;-245040;141538;3125;144663;-96794;-2171;45698;-18452
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;01/12/2016;768881;0;44272;-12936;0;0;800218;-58548;-22391;0;-15;-288787;-369740;430477;116862;12099;-10143;-139153;-46573;0;21873;-173912;-218947;211531;38948;250479;-110229;-221;140029;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;01/12/2016;597533;0;176134;0;0;0;773667;0;-296459;0;0;-261266;-557724;215943;21340;0;-99384;-30024;-19256;0;13730;-11234;-124828;91115;-475;90640;-50532;0;40108;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;01/12/2016;665124;0;91177;0;1700;3057;761059;-240773;-61;0;0;-31957;-272791;488267;5596;37075;-165818;-144801;-28416;0;8444;-17819;-305738;182529;1340;183870;-7332;-19145;157393;-39261
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;01/12/2016;41722;238718;486364;-13452;0;0;753353;-105614;-243607;-180601;-22230;-602;-552654;200698;9979;36;-55008;-53685;-13451;-7666;46906;-49864;-122752;77947;1070;79017;-63922;0;15095;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;01/12/2016;20855;0;691084;0;0;0;711939;-690944;0;0;0;23;-690921;21018;0;0;-11249;118761;0;3731;1628;-133892;-21020;-3;3;0;0;0;0;0
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;01/12/2016;616053;0;16773;0;4;0;632830;-27847;0;0;0;-318821;-346668;286162;9263;53734;-68632;-102246;-24166;0;33793;-96829;-195082;91080;6;91086;-43040;-275;47771;0
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;01/12/2016;420966;0;111401;52251;6275;0;590893;-337089;-11748;0;0;-166021;-514858;76035;20392;1241;-147461;-217051;-12404;-1725;24030;-36882;-369861;-293826;365346;71519;-7639;-39571;24309;-7500
PARANÁ BANCO;30881;b1;;C;2;CURITIBA;PR;01/12/2016;493523;0;89991;241;2439;0;586194;-313459;-3014;0;0;-112555;-429027;157167;3620;2085;-26609;-99440;-12455;27803;4342;-12160;-112813;44354;502;44856;29529;-6098;68286;-77261
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/12/2016;558619;6383;19636;927;0;0;585564;-214572;0;-3781;0;-83202;-301556;284009;11152;35344;-8899;-182802;-13242;5702;15638;-138839;-275947;8062;-235;7827;5027;0;12854;0
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;01/12/2016;0;0;581461;-135091;109785;0;556155;-250115;-45;0;0;0;-250160;305995;151015;0;-175247;-44303;-25791;980;8829;-45910;-130427;175569;0;175569;1692;0;177261;-183237
HAITONG;51482;b2;;C;3;SAO PAULO;SP;01/12/2016;32744;0;426238;89683;1528;0;550193;-495202;-10233;0;0;-11352;-516788;33405;6989;0;-30213;-20998;-3615;5452;65717;-60174;-36841;-3436;-167;-3603;2501;-1486;-2588;-4500
DEUTSCHE;51183;b1;;I;3;SAO PAULO;SP;01/12/2016;108248;0;153049;254541;0;0;515837;-123043;-65239;0;-232574;48932;-371924;143913;67043;777;-128927;-63944;-9366;4402;73685;-52888;-109218;34695;-3442;31253;44929;0;76182;-130000
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/12/2016;453401;16027;22657;0;0;0;492085;-67665;-169086;-10758;0;-42836;-290345;201740;0;4429;-36227;-59767;-18233;0;41541;-38558;-106815;94925;-27386;67539;-34844;0;32696;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/12/2016;1539;485774;0;0;0;0;487313;0;-39438;-380906;0;8363;-411981;75331;0;0;0;-12968;-4415;0;5555;-1341;-13169;62163;1411;63573;-29315;0;34258;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;01/12/2016;53663;0;181558;84612;148699;0;468533;-85688;-872125;0;0;49537;-908275;-439743;26060;63;-45332;-21244;-9662;488;845586;-315700;480261;40518;-8;40510;-3039;-1019;36452;-34000
PINE;50304;b1;;C;2;SAO PAULO;SP;01/12/2016;216697;0;173729;30065;25137;0;445629;-345678;-57636;0;0;-28093;-431407;14222;40036;225;-43504;-35172;-6229;1100;9634;-3475;-37385;-23164;6894;-16269;7969;-7359;-15660;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/12/2016;373600;0;72070;-6311;8;0;439367;-36134;-190409;0;0;-97375;-323918;115449;14449;6807;-58942;-19162;-10778;43;24535;-45313;-88363;27086;-78;27008;-6246;-3379;17384;-15000
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/12/2016;428341;0;13324;-8436;0;0;433228;-73185;-99;0;0;-187580;-260864;172364;133934;69325;-15607;-121750;-30005;0;29871;-128658;-62889;109475;0;109475;-30526;-2034;76915;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;01/12/2016;39126;0;419891;-35394;0;0;423623;-138993;-196126;0;-81894;3515;-413498;10125;3549;520;-71869;-33641;-4738;0;177401;-16197;55025;65150;227;65377;-35515;0;29862;0
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/12/2016;367451;16676;34052;541;0;0;418719;-66283;-65246;-13431;0;-120790;-265750;152969;4507;19;-23308;-39181;-11803;0;15299;-19185;-73652;79317;-10172;69145;-16389;-2937;49819;-22579
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;01/12/2016;382743;33334;67773;-74536;0;0;409313;-108464;-73026;-21289;0;-12624;-215402;193911;0;24741;-26121;-70186;-20205;0;11885;-16179;-96066;97845;-11734;86111;-36677;-6459;42975;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/12/2016;157519;0;204935;0;0;42829;405282;-225385;0;0;0;-17946;-243332;161950;0;2204;-60346;-27516;-10038;0;7546;-15890;-104039;57911;2640;60551;0;0;60551;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;01/12/2016;8519;0;388614;0;0;0;397133;-388614;0;0;0;-10;-388624;8509;0;0;-9900;77597;0;2038;925;-79194;-8534;-25;25;0;0;0;0;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/12/2016;391475;24;12542;-16964;0;0;387077;-149686;0;-24;0;-72094;-221804;165273;11639;27807;-8868;-82934;-14644;0;15619;-33816;-85198;80075;11;80087;-45976;0;34111;0
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;01/12/2016;273478;0;117603;-21578;8467;0;377970;-271967;-62550;0;0;-25101;-359617;18353;16376;4246;-50495;-34522;-4350;31152;35285;-54607;-56915;-38562;-85;-38647;43064;-225;4192;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/12/2016;271741;0;105780;0;0;0;377521;-140834;-6790;0;0;-62107;-209731;167790;22266;12288;-46109;-61832;-243;0;2231;-8500;-79898;87892;-656;87236;0;-5034;82203;-61449
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/12/2016;234869;800;117196;11381;3735;0;367981;-221540;-9131;-629;0;-6456;-237756;130225;511;12182;-33635;-35456;-8180;3483;15584;-3910;-49422;80803;-1251;79552;-9560;-4701;65291;-45600
COOPERATIVA DE CREDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/12/2016;240473;0;124265;0;0;0;364738;-122844;-38774;0;0;-31809;-193427;171311;3087;851;-44164;-36310;-513;0;8715;-2256;-70592;100719;-470;100249;261;-3762;96747;-74116
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/12/2016;249769;0;89922;0;0;3183;342874;-150698;-3165;0;0;-42652;-196515;146359;39010;14116;-89776;-62266;-15820;23447;14257;-9723;-86757;59602;-939;58663;-9093;-6497;43073;-9899
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/12/2016;287820;246;29224;8872;0;0;326162;-196742;-3324;-238;0;-27177;-227481;98681;7646;15;-11724;-11735;-5692;0;7611;-27096;-40976;57706;-14118;43588;715;-814;43489;-46607
AGIPLAN;51956;b1;;C;2;PORTO ALEGRE;RS;01/12/2016;306301;0;18135;378;5;0;324820;-38609;-308;0;0;-76905;-115821;208999;3811;7613;-17103;-126507;-13981;0;925;-14331;-159573;49427;77;49503;-9437;0;40067;-10135
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;01/12/2016;553;0;316720;0;0;6802;324075;-300400;-13109;0;0;2063;-311445;12630;48;0;-13397;-6837;-5;12968;22320;-2935;12163;24793;2;24795;-10;-222;24564;0
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;01/12/2016;2246;0;307565;0;0;3927;313737;-309953;-4081;0;0;517;-313517;220;40;0;-7323;-6430;-45;0;14495;-938;-201;19;-11;8;-8;0;0;0
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;01/12/2016;259704;0;44900;3905;9;0;308519;-165906;-1533;0;0;-40456;-207894;100624;3680;3505;-31634;-48348;-6865;-412;2681;-4269;-81662;18963;-5183;13779;-357;0;13423;-12166
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;01/12/2016;4;0;300014;0;0;0;300017;-289113;0;0;0;0;-289113;10905;0;0;-2223;-1345;-12;8630;2263;-2788;4525;15429;0;15429;0;0;15429;-15093
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/12/2016;205223;68737;25779;0;0;0;299739;-191;-50286;-59697;0;-52215;-162389;137350;14256;82;-27804;-34060;-8265;1081;22996;-29968;-61682;75668;-4119;71549;-15605;0;55944;-34660
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/12/2016;284985;0;8114;-487;0;0;292613;-10864;-81764;0;0;-101192;-193820;98793;24604;170;-17813;-15118;-9164;0;794;-5002;-21528;77265;611;77876;-34572;-1871;41433;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/12/2016;239127;0;44325;53;0;0;283505;-90099;-9152;0;0;-67457;-166707;116797;16357;48897;-56825;-71754;-14128;7363;16531;-11580;-65138;51659;872;52531;-7348;-8802;36381;-15462
XP INVESTIMENTOS;51994;n2;;C;2;RIO DE JANEIRO;RJ;01/12/2016;463;0;256219;10944;536;0;268163;-38441;-3;0;0;-1207;-39651;228512;215792;143477;-44015;-296868;-46522;0;13284;-18218;-33069;195443;15;195458;-51343;-80693;63422;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;01/12/2016;107918;0;190549;-71602;36828;0;263693;-120844;-50672;0;0;-21465;-192981;70712;7633;7;-29377;-11152;-4449;4192;28909;-26447;-30684;40027;21;40049;4384;-1015;43418;-59231
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/12/2016;41206;0;93090;11797;111218;0;257311;-116390;-4522;0;0;-1507;-122419;134891;48808;19239;-47286;-62141;-14563;20;4529;-21105;-72498;62393;-772;61621;-26512;-3743;31366;-13000
ING;51073;b1;;C;3;SAO PAULO;SP;01/12/2016;43498;0;201202;-41850;49062;0;251912;-48566;-78355;0;0;-76060;-202981;48931;12222;0;-36466;-5303;-6178;0;19112;-72654;-89267;-40336;0;-40336;46624;0;6288;-65401
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/12/2016;97484;0;99404;38217;9597;0;244702;-213745;-6191;0;0;-56124;-276059;-31358;32770;11474;-41152;-44934;-6966;1666;18524;-17994;-46611;-77969;-6204;-84173;34625;-7514;-57062;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/12/2016;203444;0;40091;0;0;0;243535;0;-64718;0;0;-195076;-259793;-16258;8574;349;-20667;-8265;-5301;0;1981;-5853;-29181;-45439;183;-45256;146;0;-45110;0
BBM;30207;b1;;C;2;SALVADOR;BA;01/12/2016;109806;0;112204;-837;21505;0;242678;-155022;-27003;0;0;-12262;-194287;48391;8956;1802;-27359;-21224;-4066;15699;1091;-2497;-27598;20793;-8242;12551;7571;-8331;11791;-23253
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;01/12/2016;4641;0;234864;0;0;0;239506;-234947;0;0;0;-147;-235093;4412;0;0;-5390;-2599;-32;6247;5178;-208;3196;7608;19;7627;0;-197;7430;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/12/2016;195050;10396;28202;0;0;0;233648;-1466;-89970;-8963;0;-21476;-121875;111773;0;2534;-18001;-29974;-5841;-91;10324;-3054;-44103;67669;636;68305;-11594;-668;56043;-38800
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;01/12/2016;34271;0;165204;-3418;21925;0;217982;-129205;-18129;0;0;156;-147178;70804;8294;79;-34770;-14946;-4567;3521;17956;-35509;-59941;10862;72;10935;649;-457;11126;-17500
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/12/2016;154386;0;41249;-5964;28149;0;217819;-112814;-32217;0;0;1908;-143122;74697;5640;1770;-29811;-11874;-6098;270;2224;-2979;-40857;33839;634;34473;-5040;0;29433;-24000
COOPERATIVA CENTRAL DE CRÉDITO DO CENTRO NORTE DO BRASIL   CENTRAL SICREDI CENTRO NORTE;33667205;b3C;;I;2;CUIABA;MT;01/12/2016;4980;0;197124;0;0;0;202105;-196797;0;0;0;5;-196792;5313;0;0;-8722;44402;0;1687;489;-42094;-4238;1075;-76;999;0;0;999;0
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;01/12/2016;93638;0;35797;-14136;83770;0;199069;-50467;-71713;0;0;-74731;-196910;2159;2;0;-6429;-5203;-6098;0;25;-9653;-27357;-25198;27;-25171;25558;0;387;-33000
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/12/2016;51263;0;29173;-5614;123663;0;198485;-39877;-1487;0;0;-9275;-50639;147846;26322;1010;-61904;-61619;-11183;914;45254;-34696;-95902;51944;-197;51747;-18805;-2307;30635;-7880
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/12/2016;158333;0;39063;0;0;0;197396;-97130;-891;0;0;-21121;-119142;78254;0;0;-20706;-14804;-122;0;20;-3319;-38931;39323;228;39551;-80;0;39471;-5902
COOPERATIVA DE CRÉDITO E INVESTIMENTO DE LIVRE ADMISSÃO UNIÃO PARANÁ/SÃO PAULO - SICREDI UNIÃO PR/SP;79342069;b3S;;I;2;MARINGA;PR;01/12/2016;149499;0;45683;0;0;48;195230;-59921;-15798;0;0;-42362;-118081;77150;29027;11562;-45046;-35106;-1735;0;15787;-28742;-54252;22898;619;23516;0;0;23516;-14070
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/12/2016;148097;17095;32330;-2472;0;0;195050;-30661;-33541;-13763;0;-39348;-117313;77736;3341;879;-19886;-17063;-4875;0;13749;-1631;-25487;52250;-3550;48699;-3699;0;45000;-48800
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/12/2016;0;0;331468;-151381;12060;0;192147;-57010;-56419;0;0;0;-113430;78718;184701;0;-119126;-41490;-24706;0;9891;-3827;5443;84161;626;84787;2726;-2083;85430;-70000
BANCO BONSUCESSO S.A.;71027866;b1;;I;2;BELO HORIZONTE;MG;01/12/2016;48594;0;93929;15997;29946;0;188466;-97038;-405;0;0;1783;-95660;92806;1721;545;-22423;-64284;-5087;13826;52874;-40818;-63646;29159;-882;28278;4653;0;32931;-18000
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;01/12/2016;129972;0;54377;-2250;0;0;182100;-75668;-34211;0;0;-14141;-124020;58080;2314;1615;-17448;-19377;-127;0;23215;-16991;-26798;31281;-50;31231;-281;0;30950;0
MODAL;51963;b1;;C;2;RIO DE JANEIRO;RJ;01/12/2016;50877;0;86278;16268;21807;0;175229;-134782;0;0;0;839;-133943;41286;14632;850;-16271;-19761;-3860;1004;6685;-6315;-23035;18251;1;18252;-4136;-5769;8347;0
