Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
ALFA;51293;b1;;C;2;SAO PAULO;SP;01/12/2012;550286;163678;182333;-66948;18608;0;847957;-351849;-54770;-143989;0;-30764;-581372;266585;13215;27700;-84303;-57463;-17657;5875;97181;-132268;-147720;118866;66454;185320;-83636;-3685;97999;-36584
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;01/12/2012;30726;0;987859;-285913;95962;0;828635;-152293;-260400;0;0;-11337;-424029;404606;147679;69;-232976;-75248;-48024;0;51015;-80791;-238277;166329;-30;166299;-77351;-7318;81630;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;01/12/2012;562833;0;144277;27439;7384;0;741934;-394692;-140361;0;0;-59625;-594678;147256;70087;5874;-67153;-36869;-19421;6736;203760;-126718;36296;183552;-1871;181682;-37667;-29319;114695;-42391
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;01/12/2012;285666;0;407093;-251;4035;13885;710429;-487197;-167199;0;0;-10370;-664766;45662;12390;24;-41072;-77302;-8067;3001;98929;-16640;-28738;16925;-82;16842;-4385;0;12457;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/12/2012;459216;239114;4485;0;0;0;702816;-49385;-190365;-228530;0;-124530;-592810;110006;7;6627;-36935;-40305;-26040;0;28676;-29663;-97633;12373;-3154;9218;-7824;0;1395;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;01/12/2012;635919;0;19441;0;0;0;655360;0;0;0;0;-140731;-140731;514629;7;0;-6056;-176019;-35070;0;125230;-446;-92353;422276;-13;422263;-166036;-109;256118;-19282
FIBRA;49951;b1;;C;2;SAO PAULO;SP;01/12/2012;445959;0;165362;19729;21518;0;652567;-355643;-46605;-2;0;-85953;-488202;164365;18215;3039;-80164;-281173;-17093;6904;22269;-42934;-370936;-206571;-2022;-208593;96731;-32289;-144151;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;01/12/2012;448118;110205;89133;-8179;0;0;639278;-61515;-102248;-89740;-23099;-149604;-426205;213073;15476;14826;-55805;-678984;-12881;-17274;273899;-80346;-541089;-328016;915;-327102;-90586;0;-417688;0
BANESTES;30159;b1;;C;1;VITORIA;ES;01/12/2012;348973;31283;223969;0;8098;12864;625188;-293714;-8586;-22552;0;-45832;-370684;254504;73190;31991;-120209;-102962;-23367;6786;13425;-40475;-161620;92883;1281;94164;-22236;-10087;61841;-22822
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;01/12/2012;25660;466174;45891;0;0;0;537724;-96136;-9834;-384152;0;583;-489539;48186;0;0;0;-14272;-2623;0;8772;-2358;-10482;37704;0;37704;-17061;0;20643;0
BANCOOB;51750;b1;;C;2;BRASILIA;DF;01/12/2012;206512;0;319417;2280;0;6666;534876;-407393;-20649;0;0;-5154;-433196;101680;77602;41;-28778;-53927;-8302;2134;9015;-47058;-49274;52407;-221;52186;-19371;-1751;31064;0
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;01/12/2012;261277;0;212117;19532;34297;0;527222;-132090;-181757;0;0;-20144;-333990;193232;38515;3183;-46475;-35559;-12971;7427;4318;-6697;-48259;144973;-630;144343;-33431;-15461;95451;-49942
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;01/12/2012;81734;0;300522;141665;0;0;523921;-212034;-66296;0;-85534;-335;-364200;159721;125606;213;-140806;-48770;-16841;0;31096;-17574;-67075;92647;-231;92416;-24607;0;67809;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/12/2012;169549;194209;121297;5983;10822;0;501860;-118800;-37512;-199170;0;-25663;-381145;120714;280;5072;-32525;-38975;-9048;2339;6589;-27072;-93340;27374;-11691;15683;-2458;-2500;10725;0
PINE;50304;b1;;C;2;SAO PAULO;SP;01/12/2012;225396;0;206810;34182;29955;0;496342;-253615;-56429;0;0;-42847;-352890;143452;31317;4753;-43322;-45613;-5299;15572;14838;-2350;-30104;113348;15719;129066;-28244;-5439;95383;-30237
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;01/12/2012;455691;0;5052;0;0;0;460744;-12718;0;0;0;-165072;-177789;282954;93627;63613;-29230;-178549;-42006;0;17755;-47474;-122265;160690;0;160690;-41856;0;118834;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;01/12/2012;437399;0;6974;0;1;0;444374;-14302;0;0;0;-190608;-204910;239464;2434;18990;-32053;-64097;-996;0;18644;-64397;-121474;117990;106;118096;-45111;0;72984;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;01/12/2012;156065;0;260382;0;4017;1;420464;-68945;-144553;0;0;-36521;-250019;170445;193606;42358;-196426;-127217;-30598;0;209625;-175570;-84221;86224;9196;95420;-22782;-15616;57021;-79351
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;01/12/2012;196038;145798;21115;25194;0;0;388145;-60234;-82020;-129568;0;-23436;-295258;92887;0;14646;-14344;-46920;-9960;0;2341;-2086;-56323;36564;-3609;32955;-12257;-2058;18640;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;01/12/2012;343571;0;43777;0;0;0;387348;0;-173834;0;0;-42975;-216809;170539;10506;0;-71329;-17406;-9308;0;9146;-6178;-84568;85971;831;86802;-34986;0;51816;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;01/12/2012;304669;0;46794;33012;45;0;384520;-119196;-41;0;0;-105523;-224760;159759;3239;1659;-9354;-117575;-14196;8931;49342;-66156;-144110;15649;-516;15133;260;0;15392;-10200
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;01/12/2012;328239;0;29917;0;23;5459;363637;-75609;0;0;0;-19286;-94895;268742;6481;20936;-80072;-67718;-16211;0;3904;-3114;-135795;132948;-867;132080;-40750;-7414;83916;-15980
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;01/12/2012;347090;0;11294;0;0;0;358384;-14019;0;0;0;-44790;-58809;299575;46827;3691;-6010;-86312;-20782;0;1432;-163549;-224703;74872;-2;74870;-28964;-96;45810;0
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;01/12/2012;249746;338;57039;37646;8667;0;353435;-176972;-4346;-365;0;-96145;-277828;75607;2124;9248;-83241;-76102;-1149;4396;9095;-35086;-170715;-95108;732;-94376;34934;0;-59443;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/12/2012;282614;47597;13543;-1639;0;0;342115;-20054;-7353;-41242;0;-93784;-162432;179683;1999;8;-14914;-18292;-9486;0;11403;-33885;-63167;116516;-3038;113478;-22819;-1337;89322;-53828
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;01/12/2012;291009;0;22894;3492;0;0;317394;-96135;-474;0;0;-32796;-129404;187991;6629;991;-13595;-86478;-10756;19136;11296;-13869;-86646;101344;45810;147154;-10615;-5631;130908;-47137
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/12/2012;418;296022;165;0;0;0;296606;0;-40186;-230458;0;-15872;-286516;10090;0;0;0;-9191;-2071;0;957;-89;-10395;-305;858;553;-1096;0;-543;0
BES;51482;b2;;C;3;SAO PAULO;SP;01/12/2012;85903;0;259155;-59088;2296;0;288266;-240980;-5898;0;0;-1068;-247945;40320;29389;2534;-25839;-25320;-4447;1366;5202;-733;-17848;22472;0;22472;-11239;-2227;9006;-3500
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/12/2012;185571;81012;10782;6454;0;0;283819;-9267;-69898;-50814;0;-69055;-199034;84784;63927;163;-29506;-24602;-12250;0;1756;-8689;-9200;75584;-1223;74361;-29221;0;45140;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;01/12/2012;152297;99878;21381;8041;0;0;281597;-59373;-14813;-92335;0;-23881;-190402;91195;1134;20274;-7972;-17856;-8793;0;7163;-26523;-32573;58622;-301;58321;-21778;-722;35821;-10462
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;01/12/2012;148945;0;111151;10962;295;0;271352;-48896;-401;0;0;-93153;-142450;128903;1231;17;-29529;-103162;-8579;1002;9181;-49138;-178977;-50074;463;-49611;61031;-28197;-16777;-95827
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;01/12/2012;0;0;237944;17636;0;0;255580;-143630;-449;0;-5552;0;-149631;105950;71598;0;-73438;-25438;-18742;9;114;-5363;-51261;54688;0;54688;-24615;0;30073;-32689
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/12/2012;219503;0;27870;0;0;5878;253250;-64009;-3223;0;0;-19280;-86512;166738;32862;7304;-61710;-45415;-12846;-56;1202;-2003;-80664;86075;-609;85466;-28984;-8423;48058;-5586
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/12/2012;202328;0;46689;-857;0;0;248160;-92162;0;0;0;-50136;-142298;105862;6222;20013;-4582;-102249;-16117;16225;4530;-22883;-98841;7021;-2483;4538;8366;0;12904;-7736
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/12/2012;125228;0;78401;18957;18860;0;241445;-126033;-32799;0;0;-19737;-178569;62876;11769;3015;-45098;-28546;-3759;2443;48554;-35057;-46678;16198;-2846;13352;-1793;-4802;6757;-7500
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;01/12/2012;30503;0;208916;-17054;16313;0;238677;-170325;-813;0;0;-323;-171462;67216;71997;0;-44417;-30481;-1805;205;15402;-14077;-3175;64040;-9117;54923;-1305;-838;52781;-41032
RENASCENCA DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;62287735;n2;;I;2;SAO PAULO;SP;01/12/2012;0;0;238412;-1130;0;0;237282;-227054;0;0;0;0;-227054;10228;5310;0;-2532;-7556;-996;0;155;-122;-5741;4487;2;4489;-1134;0;3355;-1809
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;01/12/2012;951;0;143043;-14798;105945;0;235141;-43697;-53334;0;0;-15738;-112769;122372;191598;269;-158085;-44914;-17111;0;28152;-85974;-86066;36306;-521;35785;8283;0;44068;-54000
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/12/2012;192126;8432;33621;-2978;0;0;231200;-111693;-29678;-8722;0;-21678;-171770;59430;536;2637;-8047;-14120;-5037;0;7062;-11191;-28160;31271;-1516;29754;-2106;-760;26889;-23580
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/12/2012;221756;4564;4038;0;0;0;230358;-81257;0;-3595;0;-51900;-136752;93607;7601;26697;-5328;-60496;-9955;0;11959;-16227;-45750;47857;238;48095;-18416;0;29679;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/12/2012;130190;81014;731;0;0;0;211934;-14029;-44156;-69895;0;-31491;-159571;52363;61;4150;-13426;-13174;-5015;-382;2976;-1617;-26427;25936;-213;25724;-1965;-893;22866;-21000
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/12/2012;114254;71851;25491;-501;0;0;211095;-19576;-38633;-72023;0;-18518;-148750;62344;3942;1951;-10773;-8545;-4493;0;17193;-860;-1586;60758;-2379;58379;-13103;0;45276;-27830
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;01/12/2012;6652;0;201166;0;0;0;207818;-201188;0;0;0;52;-201136;6682;0;0;-19327;83573;0;930;1775;-73690;-6739;-57;1;-56;0;0;-56;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/12/2012;188176;0;6051;0;0;0;194227;-21694;0;0;0;-64482;-86176;108051;58386;38939;-8810;-94094;-15497;0;28595;-55699;-48180;59871;-1;59869;-17943;-1352;40575;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/12/2012;142597;0;41086;0;0;0;183683;-38765;-28078;0;0;-25127;-91970;91713;1296;932;-26809;-14027;-312;0;1053;-6285;-44151;47562;-135;47427;-572;-2276;44579;-22477
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/12/2012;167977;0;17804;-3013;0;0;182767;-36609;-6707;0;0;-57740;-101057;81710;11719;34656;-39512;-65311;-10030;863;8805;-10334;-69145;12566;216;12782;3126;-1603;14305;-19436
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/12/2012;89482;0;72553;0;0;18148;180182;-111586;0;0;0;-3507;-115093;65089;0;1688;-30005;-19663;-4938;0;6760;-14228;-60385;4704;1550;6254;0;0;6254;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/12/2012;149215;237;19479;0;1;0;168932;-7449;-35262;-198;0;-24870;-67778;101153;26097;2435;-39208;-22596;-8221;0;5206;-20801;-57089;44064;-1687;42377;-887;-2997;38492;-39216
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/12/2012;39456;0;11289;-153;112200;0;162792;-26473;-3220;0;0;-10827;-40521;122271;9253;1047;-44754;-57868;-8207;470;24281;-4610;-80388;41883;-2847;39036;-12061;-3396;23579;-8300
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;01/12/2012;23147;0;92716;8510;30055;0;154427;-35166;-47480;0;0;2465;-80181;74247;1922;309;-41036;-19687;-594;0;22163;-33624;-70548;3699;17;3716;3206;0;6922;0
BBM;30207;b1;;C;2;SALVADOR;BA;01/12/2012;56659;3954;68170;3813;19792;0;152388;-71494;-11669;-3879;0;10354;-76688;75699;10254;20;-17797;-16647;-3474;8255;2138;-11179;-28429;47270;-2742;44529;-7601;-15165;21763;-15037
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;01/12/2012;2371;139672;3543;-165;0;0;145421;-13237;-1790;-105001;0;47;-119980;25441;32;0;-10235;-11110;-1719;0;3677;-2278;-21634;3807;1789;5596;-2828;-194;2574;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/12/2012;97050;857;25786;-116;19210;0;142787;-63115;-17307;-791;0;-9990;-91203;51584;3261;2744;-21820;-10647;-6431;360;22066;-720;-11188;40396;-162;40234;-11594;0;28640;-11000
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;01/12/2012;123680;0;13819;0;0;0;137500;-38637;-41;0;0;-28471;-67149;70351;1352;1011;-7076;-55493;-811;2578;1345;-2358;-59452;10899;-1084;9815;-532;0;9283;-4980
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;01/12/2012;130394;0;1340;0;0;0;131735;-20149;0;0;0;-68598;-88747;42988;10626;10134;-7080;-73479;-9507;0;48919;-16226;-36614;6374;114;6488;-2914;0;3574;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;01/12/2012;110248;0;15782;-841;4371;0;129560;-56190;-33948;0;0;-146538;-236676;-107116;4651;558;-25807;-36995;-472;41;34183;-34231;-58072;-165188;33710;-131478;49660;0;-81817;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;01/12/2012;88477;32371;9305;-2035;0;0;128118;-28418;-17173;-23592;0;-16786;-85970;42149;3609;4355;-6264;-10822;-4175;9346;11062;-16363;-9251;32897;163;33060;-1040;-1226;30795;-18500
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/12/2012;126413;0;1457;203;0;0;128073;-3896;-44865;0;0;-15312;-64074;63999;13842;0;-14761;-10999;-3890;0;277;-436;-15966;48033;163;48197;-18337;-1813;28047;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/12/2012;19341;0;34956;-1693;64940;0;117544;-25838;-8339;0;0;-7613;-41789;75755;42405;4602;-26521;-47559;-10968;-16;7123;-22583;-53517;22238;13960;36198;-12338;-1221;22639;-7046
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/12/2012;100595;0;16214;0;0;0;116809;-31822;-1142;0;0;-7139;-40103;76706;8784;0;-20180;-28719;-106;0;36;-1987;-42172;34533;212;34746;0;-1902;32843;-20076
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;01/12/2012;519;0;108646;0;0;0;109166;-103319;0;0;0;5;-103314;5852;0;0;-1379;-3015;-7;2730;552;-110;-1230;4622;389;5012;0;0;5012;0
ING;51073;b1;;C;3;SAO PAULO;SP;01/12/2012;16691;0;50796;-2390;43080;0;108177;-29988;-31057;0;0;929;-60116;48062;691;0;-18301;-7630;-4463;0;6285;-3492;-26910;21152;-95;21057;9380;-494;29944;-44883
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/12/2012;82423;0;22306;0;0;0;104729;0;-38955;0;0;-18018;-56972;47757;3257;1028;-16857;-8151;-3175;0;6159;-16964;-34703;13054;14;13068;-5865;-549;6654;-7940
BANCO CLASSICO S.A.;31597552;b1;;I;2;RIO DE JANEIRO;RJ;01/12/2012;21;0;103214;0;0;0;103236;0;0;0;0;12;12;103248;1;0;-281;-715;0;0;23;0;-972;102276;0;102276;-734;0;101541;-30250
BANCO FICSA S.A.;61348538;b1;;I;2;SAO PAULO;SP;01/12/2012;70696;0;30260;-954;0;0;100002;-38774;-7526;0;0;-29861;-76161;23841;911;9833;-5372;-47049;-4999;0;6100;-5725;-46301;-22461;-553;-23013;9216;0;-13797;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;01/12/2012;88245;0;9982;0;0;0;98227;-38389;-92;0;0;-6720;-45201;53026;0;0;-12196;-10762;-66;0;39;-2120;-25105;27922;35;27957;0;0;27957;-5788
CONFIDENCE;51671;b2;;C;2;BARUERI;SP;01/12/2012;0;0;406;674;85909;0;86989;0;0;0;0;0;0;86989;1540;0;-27169;-39675;-4129;0;4089;-3341;-68685;18304;-248;18057;-6726;-110;11221;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;01/12/2012;27092;0;38488;-3820;24292;0;86052;-29036;-17691;0;0;-716;-47443;38609;6904;2;-16074;-7224;-2672;27;19426;-6598;-6208;32401;14;32415;-8595;-793;23027;0
CSILATINA ARRENDAMENTO MERCANTIL S.A.;5883884;n1;;I;3;BARUERI;SP;01/12/2012;0;87237;0;-1238;0;0;86000;0;-12373;-62872;0;157;-75088;10912;33;0;-5545;-2168;-738;0;5945;-5399;-7872;3040;-2667;373;-167;0;206;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/12/2012;523;0;120619;-35353;0;0;85789;-19774;-16811;0;-5174;0;-41758;44030;131081;0;-164870;-38755;-12899;0;7332;-19446;-97558;-53528;64031;10503;-320;0;10182;0
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;01/12/2012;1787;0;83572;0;0;0;85359;-83573;-11;0;0;-11;-83595;1764;0;0;-15415;52036;-1;336;1295;-40035;-1784;-19;21;2;0;0;2;0
COOPERATIVA DE CRÉDITO DOS PRODUTORES RURAIS E EMPRESÁRIOS DO INTERIOR PAULISTA;71328769;b3S;;I;2;SERTAOZINHO;SP;01/12/2012;60672;0;20253;322;0;0;81246;-26125;-17761;0;0;-6566;-50452;30795;704;1191;-10007;-13524;-67;0;24663;-5082;-2122;28673;-23;28650;-65;0;28585;-5642
