Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;41699;1463908;168835;1488158;30549;9326;30803;3191578;-2061968;-110129;-172608;0;-214288;-2558992;632587;100870;54692;-262840;-185559;-63976;1058;465564;-206011;-96203;536383;-30786;505597;-142483;0;363114;-93117
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;41699;450965;0;1738295;316044;676018;8114;3189435;-1816998;-341261;0;0;-64424;-2222682;966753;403079;18457;-120770;-212981;-31378;109247;602760;-156793;611623;1578376;-66993;1511383;-431120;-144612;935652;0
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;41699;1926680;4169;85431;-132198;280473;0;2164554;-1013322;-307;-3960;0;-184976;-1202565;961989;8007;7936;-48986;-566430;-13627;3914;25420;-308493;-892259;69730;491;70221;-27422;-6290;36509;0
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;41699;1171644;10940;429157;8958;0;142418;1763117;-804650;-59696;-8216;-13344;-79619;-965525;797592;47764;217527;-406615;-280313;-71929;-3451;148232;-337972;-686757;110835;-2112;108723;-7938;-22840;77945;-66126
PAN;1000080257;b1;;C;2;SAO PAULO;SP;41699;898208;52898;60237;-41089;16114;0;986368;-751242;-15031;-46869;0;-236039;-1049181;-62813;15878;68282;-63384;-318464;-35416;13265;378689;-125016;-66166;-128979;-14363;-143341;64704;0;-78637;0
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;41699;481099;26236;373524;83803;0;12592;977253;-412139;-62305;-21303;-31009;-165649;-692405;284848;221666;61381;-316320;-276793;-43766;19114;281525;-180529;-233721;51126;-5766;45361;-7268;-17570;20523;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;41699;480243;0;504669;-58722;17067;5950;949207;-274258;-211685;0;0;-115303;-601246;347961;444121;6266;-427614;-205280;-60683;0;426028;-299707;-116868;231093;111;231204;-77349;-7326;146528;-48973
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;41699;709601;97161;48365;-108404;0;0;746723;-243310;-195703;-89356;0;-85662;-614031;132692;52121;24710;-2257;-80891;-22083;0;226345;-207517;-9572;123120;-2508;120611;-49702;0;70909;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;41699;621275;517;78535;-15471;0;3688;688543;-307526;-389;-460;-1019;-198813;-508207;180336;12990;18013;-94463;-133330;-3822;1654;32749;-73201;-239410;-59074;-4566;-63640;28236;-1282;-36687;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;41699;380;0;521885;-6733;51699;0;567233;-80138;-9854;0;0;0;-89993;477240;46752;0;-52348;-18617;-9088;-3333;14990;-384438;-406081;71159;0;71159;-30375;0;40783;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;41699;470092;0;43299;0;2297;6502;522191;-173525;-1155;0;0;-71312;-245992;276199;82770;33375;-169669;-94540;-24210;-10;21633;-53456;-204107;72092;-2551;69542;-16556;-8750;44236;-3545
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;41699;189771;0;428756;-140918;25207;0;502817;-288140;-74311;0;0;-61111;-423561;79256;225976;0;-212986;-117685;-24392;-16785;213274;-124998;-57596;21660;0;21660;-20545;-9;1106;0
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;41699;422635;41905;10637;0;0;0;475177;-265898;0;-38681;0;-35730;-340309;134868;43871;24940;-24633;-123449;-36455;0;24306;-15095;-106516;28352;405;28757;-10214;0;18543;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;41699;514776;0;88140;-143422;14809;0;474304;-233323;-14361;0;0;-126686;-374370;99934;6810;12444;-41817;-108573;-29066;-99;205350;-35691;9357;109291;-3237;106053;-30310;-9157;66587;-29109
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;41699;174230;0;283309;-435;1276;11330;469709;-354701;-20261;0;0;-165;-375127;94582;29250;9;-23585;-72017;-7427;2754;22966;-19486;-67536;27046;0;27046;-10165;0;16880;0
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;41699;427058;0;23320;0;0;0;450378;0;0;0;0;-67116;-67116;383262;0;0;-3921;-124233;-22103;0;56469;-2603;-96392;286870;-83;286787;-110301;-317;176170;-19912
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;41699;23469;354454;59310;0;0;0;437232;-124863;-813;-295910;0;-14788;-436374;858;0;0;0;-7422;-2258;0;34318;-10163;14476;15334;0;15334;-6865;0;8468;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;41699;330248;35450;131024;-85572;18848;0;429997;-188626;-17830;-27498;0;-52185;-286139;143858;48454;14283;-73337;-182609;-20143;2757;143743;-97730;-164582;-20724;-598;-21322;15201;-7517;-13638;0
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;41699;230754;51354;127699;4012;2585;0;416403;-235361;-21020;-41777;0;-6916;-305074;111329;6368;9332;-42670;-27927;-6684;0;29249;-42796;-75127;36201;370;36571;-10802;-2213;23557;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;41699;187514;11490;196849;0;4447;8502;408802;-239199;-2992;-8302;0;-33154;-283647;125155;39489;17769;-63536;-51436;-12797;3777;14006;-22692;-75421;49734;278;50012;-15538;-3851;30623;-9000
CCB - PRUDENCIAL;1000080295;b1;;C;2;SAO PAULO;SP;41699;376777;43919;68401;-83919;0;64;405241;-246332;-23106;-31581;-14526;-62251;-377796;27446;20046;6739;-54442;-56246;-21768;-5;122770;-40816;-23723;3723;451;4173;-572;0;3602;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;41699;133742;0;263659;0;0;6061;403462;-322544;-10697;0;0;-2035;-335275;68186;60743;19;-16860;-42100;-10046;446;2062;-38330;-44066;24120;21178;45299;-17436;-935;26928;0
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;41699;22537;0;528665;-170627;0;0;380575;-140574;-22653;0;-62152;724;-224655;155921;89919;92;-140953;-44910;-32009;0;317517;-288067;-98411;57510;42514;100024;-39519;-4052;56453;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;41699;233358;0;152306;-89402;31467;0;327729;-188573;-32442;0;0;-26417;-247433;80296;37701;3255;-35803;-21009;-10984;-18664;102175;-11407;45265;125561;-341;125220;-33448;-19634;72138;-24067
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;I;2;SAO PAULO;SP;41699;252475;0;55086;2744;0;0;310305;-168397;-15061;0;-1169;-64165;-248792;61512;6323;2611;-42136;-85379;-9011;-13655;66524;-34954;-109677;-48165;-527;-48692;-8603;-208;-57503;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;41699;295819;0;3752;0;0;0;299571;-4750;0;0;0;-101336;-106086;193485;61751;45158;-16469;-88652;-31554;0;10811;-32122;-51078;142407;0;142407;-54194;0;88213;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;41699;278537;0;4121;0;0;0;282658;-5564;0;0;-6;-113980;-119550;163108;1472;14520;-14222;-37399;-744;0;16617;-40136;-59890;103218;0;103218;-41385;0;61833;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;41699;7301;0;105889;-143634;302279;0;271836;-35071;-9058;0;0;3079;-41050;230785;135218;458;-123840;-26657;-10105;0;6135;-206596;-225386;5399;0;5399;-2171;0;3228;0
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;41699;167948;0;91049;11503;0;0;270500;-157293;-18262;0;-3817;-12226;-191598;78902;19986;298;-22929;-26232;-2598;58;25821;-20583;-26180;52723;6836;59559;-11711;-12840;35007;-16530
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;41699;83255;0;182188;0;146;291;265879;-52226;-88458;0;0;-14075;-154759;111120;126956;29600;-101848;-56709;-18970;0;122246;-144062;-42786;68334;680;69014;-59701;0;9313;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;41699;216038;0;36544;0;0;4159;256742;-78441;-1;0;-352;-34421;-113216;143526;2245;10962;-44166;-42799;-9622;0;1904;-973;-82450;61076;-430;60646;-34864;-3014;22768;-6212
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;41699;193048;21986;1996;0;0;0;217030;-30819;-57286;-20617;0;-32613;-141334;75696;3;3934;-16399;-18369;-8278;0;29424;-8769;-18455;57241;-2308;54932;-17753;0;37180;0
BONSUCESSO - PRUDENCIAL;1000080422;b1;;C;2;BELO HORIZONTE;MG;41699;198105;0;19415;-4159;1131;0;214491;-59922;-1500;0;0;-33092;-94514;119978;1959;1343;-12299;-59491;-7963;2166;22173;-39720;-91832;28146;-229;27917;-10485;0;17432;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;I;1;PORTO ALEGRE;RS;41699;169679;0;38386;438;0;322;208825;0;-85497;0;0;5648;-79849;128976;9970;0;-34968;-8692;-6107;0;3323;-4481;-40955;88022;220;88242;-35397;0;52845;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;41699;192093;0;9386;0;0;0;201478;-9878;0;0;-7;11081;1196;202674;25382;3929;-4967;-43699;-11623;0;1162;-88185;-118001;84673;-126;84546;-33696;-434;50417;0
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;41699;166907;0;33452;-89;6;0;200276;-80044;-1049;0;0;-17897;-98990;101285;2955;704;-13990;-53034;-5085;98;19951;-1938;-50338;50947;0;50947;-15938;-992;34017;-10475
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;41699;59016;0;162657;-29696;2162;0;194139;-144855;-7358;0;0;-30;-152244;41896;15819;1581;-23587;-14452;-2513;-1291;36080;-12974;-1337;40559;33;40591;-7215;-6132;27244;0
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;41699;185656;0;6311;0;0;0;191966;-21645;0;0;0;-87462;-109107;82860;95345;26553;-22267;-61680;-18769;0;11045;-59069;-28841;54018;0;54018;-19517;-3414;31087;0
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;41699;160060;128;23905;0;0;0;184093;-64975;0;-27;0;-31749;-96751;87342;224417;18376;-5012;-173859;-32224;0;32811;-8523;55986;143328;114;143442;-52053;0;91389;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;I;3;SAO PAULO;SP;41699;44782;0;101820;28305;0;0;174907;-53576;-10155;0;-110850;-22157;-196737;-21830;10683;1537;-34110;-17510;-7770;0;206659;-65793;93696;71866;-153;71714;-27747;-3866;40100;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;41699;74027;93109;7628;-6765;0;0;167999;0;-23374;-82669;0;-14482;-120526;47473;19896;36;-12997;-16697;-5244;0;8830;-5860;-12037;35436;243;35679;-14116;0;21562;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;41699;27187;0;136684;-36209;36467;0;164129;-98088;-14572;0;0;3657;-109003;55126;71651;131;-64160;-27907;-6292;0;22320;-18164;-22422;32704;-27;32676;-15366;0;17310;0
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;41699;54;160465;0;0;0;0;160519;0;-16993;-125873;0;-4381;-147247;13272;0;0;0;-4582;-1387;0;3073;-671;-3567;9705;218;9923;-3831;0;6092;0
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;41699;161437;7;2836;-5319;0;0;158961;-39644;-1379;-4;0;-33796;-74823;84137;12612;6931;-8018;-60282;-8626;3;8877;-20431;-68934;15203;-886;14318;-1775;0;12542;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;41699;121002;14043;14338;-2049;0;0;147334;-39419;-12282;-11485;0;8624;-54563;92771;2325;2;-10284;-10680;-3480;2;5445;-23340;-40010;52760;239;52999;-21820;-951;30228;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41699;4956;0;140454;0;0;0;145409;-140632;0;0;0;80;-140552;4858;0;0;-9162;41906;0;707;901;-39211;-4859;-1;0;-1;0;0;-1;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;41699;125449;510;19710;-1159;0;0;144509;-85032;-8191;-359;0;-22266;-115848;28662;308;666;-4847;-10181;-2572;0;4493;-3398;-15532;13130;22361;35491;-14338;-424;20729;0
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;41699;593;0;147993;-10572;4352;0;142366;-96370;-199;0;0;117;-96453;45914;47159;0;-30824;-13147;-1129;32;11075;-11216;1949;47863;-3;47860;-18604;-53;29203;0
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;41699;163177;71503;81081;-205663;28025;0;138123;-19222;-11846;-61533;0;-38604;-131204;6918;4167;4406;-34652;-71674;-6813;-110;144035;-17333;22026;28945;734;29679;-5061;0;24618;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;41699;3788;0;122349;11674;0;0;137811;-67277;0;0;-1346;-19;-68642;69169;70279;0;-76510;-22311;-6649;0;20775;-11011;-25428;43741;510;44251;-17033;0;27218;0
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;41699;77905;13138;33608;2792;3349;0;130791;-64247;-3438;-12109;0;-8570;-88364;42427;191;2571;-11147;-11856;-3091;-6498;12037;-5860;-23652;18775;-915;17860;-5122;-6092;6645;0
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;41699;46591;0;66687;0;0;17139;130417;-79983;0;0;0;607;-79376;51041;0;818;-16381;-7653;-3080;0;689;-7041;-32648;18392;1058;19451;0;0;19451;0
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;I;1;ARACAJU;SE;41699;87943;0;34286;0;0;4390;126619;-52427;-1265;0;0;-14859;-68551;58068;24116;3450;-37989;-28233;-6860;269;34187;-13082;-24141;33927;-1534;32393;-12263;-1785;18345;-3382
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;41699;78161;0;47718;-1499;0;0;124380;-90404;-15759;0;-5145;-13381;-124689;-309;8604;1363;-26270;-21296;-2945;2603;36007;-8261;-10195;-10504;-1681;-12185;4724;-2412;-9873;0
PSA FINANCE - PRUDENCIAL;1000080594;b2;;C;3;SAO PAULO;SP;41699;74437;26322;25561;-5971;0;0;120348;-37863;-1060;-25325;0;-2977;-67226;53122;1398;5948;-9762;-11505;-3666;0;4013;-4295;-17870;35252;-87;35164;-12245;-685;22235;-7437
DACASA FINANCEIRA - PRUDENCIAL;1000081005;n1;;C;2;VITORIA;ES;41699;78032;0;40547;0;0;0;118579;-53966;0;0;0;-38750;-92716;25863;7993;5651;-3578;-36105;-5043;0;19589;-4028;-15522;10341;294;10634;-5171;0;5464;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41699;82974;0;25993;0;0;0;108967;-27849;-14019;0;0;-18033;-59902;49065;1207;772;-13934;-12666;-209;0;718;-2559;-26671;22394;200;22594;-313;-1179;21102;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;41699;16978;0;6893;-374;85117;0;108614;-9959;-608;0;0;-10327;-20894;87721;18137;488;-30088;-42528;-5306;0;6465;-26270;-79102;8618;-428;8190;-1459;-1220;5511;0
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;41699;99302;0;13280;-14624;0;0;97958;-16942;-27336;0;-2390;-15609;-62277;35681;9214;1357;-20377;-10663;-4172;0;21876;-10772;-13536;22145;-578;21567;-8522;-621;12425;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;41699;128517;25794;21069;-80911;0;0;94468;-32713;-36743;-21286;0;-19285;-110027;-15559;0;8555;-10224;-29021;-6044;0;87719;-4732;46253;30694;-2413;28281;-11744;0;16537;0
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;I;2;UBERLANDIA;MG;41699;84694;0;10176;-557;0;0;94313;-24806;-1292;0;0;-20863;-46961;47351;14575;20767;-24083;-35957;-5806;1541;5443;-4093;-27614;19738;-95;19642;-4776;-2141;12725;-3900
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;41699;52524;0;23898;13299;210;0;89930;-24905;-181;0;0;-16347;-41433;48498;1991;0;-24805;-15322;-2582;-65;28871;-12968;-24879;23618;2;23620;3840;-36595;-9135;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;I;3;SAO PAULO;SP;41699;88770;3053;19;-2832;0;0;89010;-16166;-14250;-3024;0;-31605;-65046;23964;902;1150;-7627;-4548;-2261;0;8444;-362;-4301;19664;-1028;18636;-7573;0;11063;0
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;41699;72052;0;14372;0;0;0;86424;-31020;-105;0;0;-12593;-43718;42707;1511;1310;-7251;-28706;-2684;-253;613;-1226;-36685;6022;-360;5662;-2596;0;3065;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41699;71151;0;13142;0;0;0;84294;-25404;-1006;0;0;-7451;-33861;50433;3567;2625;-13230;-21891;-70;0;168;-1035;-29866;20567;-24;20544;0;-1047;19497;0
BCO COMMERCIAL INV. TRUST S.A. - PRUDENCIAL;1000081476;b2;;I;3;BARUERI;SP;41699;839;75763;3297;219;0;0;80118;-9070;-550;-57565;0;-875;-68059;12058;9;0;-4029;-3261;-836;0;1953;-103;-6268;5790;1387;7178;-2503;-94;4581;0
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;41699;60812;17122;1845;0;0;0;79778;-5662;-11726;-14880;0;-5025;-37294;42484;8454;2601;-7735;-14049;-3757;509;1674;-2353;-14656;27828;-213;27615;-11018;0;16597;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;41699;54740;4908;12678;-3710;8515;0;77131;-33816;-7676;-4905;0;-4989;-51386;25745;1396;751;-11945;-5196;-2956;0;11494;-64;-6520;19224;389;19613;-8181;0;11432;0
RODOBENS - PRUDENCIAL;1000080855;b1;;C;2;SAO PAULO;SP;41699;41059;17867;13545;1249;0;0;73720;-15279;-3852;-13413;0;-9206;-41750;31970;94559;605;-18493;-37891;-10809;-673;7761;-11777;23284;55253;25;55279;-12385;-6669;36225;0
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;41699;35659;0;24986;-2371;12415;0;70688;-44887;-9673;0;0;7027;-47534;23154;5958;9;-7804;-8817;-1818;4622;33132;-24581;701;23855;0;23855;-9615;0;14240;0
BADESUL DESENVOLVIMENTO AF/RS - PRUDENCIAL;1000081029;n1;;I;1;PORTO ALEGRE;RS;41699;56133;0;14337;0;0;0;70471;0;-26648;0;0;-36926;-63574;6896;2053;201;-8676;-3297;-2188;0;123;-340;-12125;-5229;35073;29845;2179;0;32024;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;41699;0;0;67862;0;0;0;67862;-64494;0;0;0;0;-64494;3369;0;0;-654;-621;-4;2639;724;-65;2019;5387;0;5387;0;0;5387;0
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;41699;23238;0;84957;-42469;0;0;65725;-43374;-20761;0;-17738;-2513;-84387;-18662;904;224;-24346;-16053;-404;0;94562;-9615;45273;26611;-15;26596;-11313;0;15284;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;41699;2204;0;62918;0;0;0;65122;-62918;-4;0;0;0;-62921;2201;0;0;-7235;15433;0;308;623;-11329;-2200;1;1;0;0;0;0;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41699;51330;0;9196;0;0;0;60527;-25170;-213;0;0;-4005;-29389;31138;0;0;-6935;-5422;-38;0;230;-1423;-13588;17550;0;17550;0;0;17550;-3622
SOCOPA - PRUDENCIAL;1000080381;b1;;C;2;SAO PAULO;SP;41699;12595;0;16371;8518;22866;0;60350;-22116;-1894;0;0;-2385;-26395;33955;15628;3728;-14185;-21763;-3935;241;1304;-2836;-21817;12137;-12;12126;-4258;-408;7459;0
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;41699;396;0;56522;26;0;2858;59802;-52516;-3733;0;0;184;-56064;3738;47;0;-5304;-2251;-5;4246;9485;-2051;4168;7906;0;7906;-8;0;7898;0
COOPERATIVA CENTRAL DE CREDITO DE SANTA CATARINA-SICOOB CENTRAL SC;80160260;b3C;;I;2;FLORIANOPOLIS;SC;41699;1407;0;52988;0;0;20;54415;-55984;-230;0;0;14;-56199;-1785;10;0;-2342;-2333;-13;1915;5765;-158;2844;1059;0;1060;0;0;1060;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;41699;46506;0;7505;0;0;0;54011;-5212;-21748;0;0;-12849;-39810;14201;6262;2110;-9343;-6232;-154;0;25193;-19990;-2155;12046;-5;12041;-951;0;11090;0
