Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
SAFRA;10083;b1;;C;2;SAO PAULO;SP;41061;3040189;1193472;1527067;-297284;156103;169914;5789460;-2982610;-425377;-1138404;0;-412079;-4958470;830990;269608;124014;-496369;-375646;-129575;259066;522300;-205898;-32500;798490;-4184;794306;-197552;0;596755;0
CITIBANK;30403;b1;;C;3;SAO PAULO;SP;41061;2077413;51948;1311648;367287;404134;112065;4324496;-795562;-790692;-40938;0;-633324;-2260517;2063979;600408;264482;-664482;-997827;-221079;22217;260126;-482474;-1218630;845349;1288;846638;-351581;-24554;470502;0
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;41061;346236;0;2797191;324389;123159;41232;3632206;-2270641;-637366;0;0;-44265;-2952272;679934;621380;14630;-152877;-222692;-111301;94674;884438;-122944;1005306;1685239;-18;1685222;-273386;-488323;923513;-220000
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;41061;2312069;23751;576051;411517;73295;155856;3552539;-903466;-371352;-18288;0;-116769;-1409875;2142664;63673;277478;-573893;-383569;-119136;28948;68780;-880203;-1517922;624742;-5719;619023;-168072;-31350;419602;-130439
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;41061;28713;0;1534764;79066;367045;0;2009587;-141860;-2751961;0;0;-26414;-2920234;-910647;147573;233;-200937;-70874;-91197;0;1461402;-37089;1209110;298463;39;298502;-129896;-5967;162639;0
PANAMERICANO;31323;b1;;C;2;SAO PAULO;SP;41061;919868;233550;618449;192188;36193;0;2000248;-1215506;-190;-178739;0;-630761;-2025195;-24947;34339;92362;-56379;-534146;-50137;24555;117135;-157118;-529388;-554334;-36166;-590500;267915;0;-322585;0
BMG;30290;b1;;C;2;BELO HORIZONTE;MG;41061;1535464;28581;170500;1652;252056;0;1988252;-1265090;-3504;-25736;0;-199316;-1493646;494606;7186;29760;-70385;-663470;-23101;-10159;49286;-268413;-949296;-454690;278;-454412;181549;-6382;-279244;0
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;41061;1417665;442094;41541;63329;0;0;1964630;-428384;-412034;-401128;0;-409922;-1651468;313162;0;81255;-39;-145611;-24870;3150;35778;-235314;-285651;27511;-76;27434;6401;0;33836;0
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;41061;1001858;0;694472;114265;107323;11331;1929248;-585080;-685758;0;0;-240707;-1511545;417703;710541;13435;-731665;-418425;-94443;0;810870;-683248;-392935;24768;1119;25887;237625;-17506;246006;-67300
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;41061;108193;0;1672064;9404;134198;0;1923859;-1300436;-350096;0;0;10518;-1640014;283845;457325;0;-318409;-72599;-51055;131501;44235;-165208;25790;309635;-2;309633;-92169;-4446;213018;0
BIC;32119;b1;;C;2;SAO PAULO;SP;41061;864250;106285;221007;119338;196736;47;1507662;-683608;-206064;-74627;0;-187219;-1151518;356144;19910;15341;-102887;-89568;-36559;371;4234;-78341;-267500;88644;-397;88247;-7810;-13190;67247;-51979
BANCO DAYCOVAL S.A.;62232889;b1;;I;2;SAO PAULO;SP;41061;772676;0;226775;76954;81143;0;1157548;-466953;-120711;0;0;-159103;-746767;410781;9404;20581;-71172;-112361;-43895;8712;81403;-21561;-128890;281890;-5440;276450;-75368;-24523;176558;-57102
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;41061;903943;8492;170760;50720;5690;6751;1146356;-460471;-8798;-7013;0;-224184;-700467;445889;29468;28839;-166338;-190782;-6062;7814;34558;-135469;-397972;47917;-2864;45053;-5308;-10234;29511;-14557
FIBRA;49951;b1;;C;2;SAO PAULO;SP;41061;854797;0;103870;25624;74237;0;1058528;-483059;-94618;-107;0;-203002;-780786;277741;40838;10219;-114161;-211317;-28123;30461;39975;-45332;-277441;301;-238;63;12585;-6425;6223;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;41061;618970;91122;232907;-34740;112120;0;1020379;-308159;-122069;-65219;0;-89532;-584978;435401;95639;24473;-130850;-262770;-32308;21543;162701;-149562;-271135;164266;5408;169673;-58379;-22064;89229;0
ALFA;51293;b1;;C;2;SAO PAULO;SP;41061;618007;179073;276054;-109595;40408;0;1003948;-440106;-93399;-152154;0;-18237;-703896;300052;15663;24480;-83909;-53548;-12279;7612;44767;-114440;-171654;128398;-294;128104;-36235;-3643;88227;-26257
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;41061;439647;0;286731;45490;143593;0;915462;-170044;-470752;0;0;-17293;-658089;257372;21745;2488;-59956;-34192;-13057;3590;10;-9538;-88909;168464;-165;168299;-68400;-2925;96973;0
BRB;31976;b1;;C;1;BRASILIA;DF;41061;756255;0;115540;0;1024;10255;883074;-262853;-1223;0;0;-102491;-366567;516507;14373;48689;-237555;-130558;-35811;15649;31233;-61478;-355458;161048;-4232;156816;-24522;-17225;115070;-23291
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;41061;372766;432598;17201;-2028;0;0;820538;-195600;0;-398463;0;-81710;-675773;144765;10344;77441;-6672;-172083;-33894;-14562;72407;-46538;-113558;31207;1050;32257;-5973;0;26284;0
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;41061;334046;0;454734;1556;16018;11901;818255;-542369;-274396;0;0;-1013;-817779;477;11477;26;-37916;-62570;-7384;3552;142091;-15237;34040;34517;96;34613;-12159;0;22454;0
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;41061;633597;0;148022;15464;0;0;797083;-485649;-135996;0;-22494;-46705;-690844;106239;58063;3379;-63196;-36568;-17000;35247;238279;-163536;54666;160905;-4740;156165;-21100;-23140;111924;-44482
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;41061;463681;97059;102171;101094;7147;0;771153;-67084;-250927;-79680;0;-156534;-554224;216928;14625;13516;-65121;-245383;-13718;1373;75997;-115140;-333851;-116923;412;-116511;-17309;0;-133820;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;41061;470664;263486;6299;0;0;0;740449;-74766;-213536;-244606;0;-82245;-615153;125296;39;6983;-29143;-37223;-15143;0;21670;-9824;-62641;62655;160;62815;-26496;0;36319;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;41061;156945;0;376166;162964;0;0;696075;-328152;-136315;0;-53555;-21434;-539456;156619;113465;74;-114006;-32231;-14161;0;35539;-56555;-67875;88745;-78;88667;-37640;0;51027;0
BANESTES;30159;b1;;C;1;VITORIA;ES;41061;332822;32138;267877;24;8795;12506;654162;-342296;-7153;-21998;0;-119743;-491190;162973;69829;29388;-108372;-102336;-22227;4466;12051;-27598;-144799;18173;-273;17900;5123;-3470;19554;-24897
PINE;50304;b1;;C;2;SAO PAULO;SP;41061;213313;0;285875;23680;114912;0;637781;-355868;-93862;0;0;-40458;-490188;147592;33538;2313;-43690;-40757;-4568;21487;32096;-6811;-6391;141201;4318;145518;-24002;-29446;92070;-30008
ORIGINAL;51781;b1;;C;2;PORTO ALEGRE;RS;41061;203369;0;147122;219780;0;0;570271;-72680;0;0;-1207;-4320;-78207;492064;577;0;-21210;-152149;-23863;5386;455;-18558;-209362;282702;157;282859;-114783;0;168077;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;41061;541467;0;15265;0;0;0;556732;0;0;0;0;-112526;-112526;444207;23;0;-5070;-153333;-29162;0;90914;-583;-97210;346997;1;346996;-141653;-247;205096;-20000
BANCOOB;51750;b1;;C;2;BRASILIA;DF;41061;194142;0;329270;20980;0;6400;550792;-441969;-21420;0;0;-6322;-469711;81081;72268;40;-24979;-50328;-7661;459;10343;-45926;-45784;35297;1627;36924;-13331;-1639;21953;0
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;41061;30265;460719;37906;0;0;0;528890;-89114;-24418;-376111;0;7886;-481756;47134;0;0;0;-12727;-2070;0;1696;-499;-13600;33534;0;33534;-9353;0;24181;0
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;41061;168153;0;320309;0;18466;0;506928;-88064;-186638;0;0;-33982;-308684;198244;223417;39451;-172819;-110533;-31577;0;195812;-135309;8442;206687;2035;208722;-99794;0;108927;0
TOYOTA;51334;b2;;C;3;SAO PAULO;SP;41061;192281;166952;35586;74406;0;0;469226;-76491;-149546;-145395;0;-12056;-383488;85737;5;10296;-12010;-38771;-9932;0;2349;-1478;-49541;36197;-3447;32750;-12588;-1565;18597;0
PERNAMBUCANAS;40699;n1;;C;2;SAO PAULO;SP;41061;435138;0;7864;0;0;0;443001;-21897;0;0;-1;-167483;-189381;253620;2596;18625;-28140;-63798;-987;0;22509;-58016;-107211;146409;-12;146397;-59091;0;87306;0
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;41061;416249;0;6597;0;0;0;422847;-9837;0;0;0;-205331;-215169;207678;79851;65179;-23071;-155878;-41051;0;20104;-49669;-104535;103143;0;103143;-43609;0;59533;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;41061;358891;0;55307;0;0;0;414199;0;-198207;0;0;-96797;-295004;119195;5705;0;-56901;-16143;-7212;0;88065;-87000;-73487;45707;499;46206;-14599;0;31607;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;41061;193992;105403;122150;-25913;13481;0;409112;-146020;-48979;-95892;0;-37330;-328221;80891;607;4538;-30642;-46208;-9733;10137;15941;-17279;-72639;8252;4977;13229;4935;-2500;15664;-12000
BES;51482;b2;;C;3;SAO PAULO;SP;41061;85795;0;332677;-50461;3398;0;371409;-319594;-7228;0;0;595;-326227;45183;44393;2998;-25647;-25089;-6296;3048;5812;-1240;-2021;43162;-29;43133;-12645;-8418;22070;-9000
RURAL;31244;b1;;C;2;BELO HORIZONTE;MG;41061;283778;530;67611;-4349;19251;0;366821;-205003;-26320;-492;0;-87147;-318962;47859;2282;7885;-78729;-65010;-1045;5666;40183;-30309;-119077;-71217;4236;-66981;34092;0;-32889;0
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;41061;133057;0;172405;-1468;38321;0;342314;-205304;-73399;0;0;-36996;-315698;26616;9070;3237;-44639;-26435;-5307;2438;98026;-48014;-11624;14992;1731;16723;-4872;-4389;7462;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;41061;324479;0;13846;0;0;0;338326;-18608;0;0;0;-18361;-36969;301356;40647;4182;-5340;-81326;-19114;0;3333;-136287;-193906;107451;9;107460;-41856;-1828;63776;0
BANCO CNH CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;41061;250261;65873;17982;-798;0;0;333318;-21901;-39349;-59563;0;-43164;-163977;169341;1538;2;-12522;-16769;-7872;0;19690;-18931;-34864;134477;-611;133866;-58256;-1069;74541;0
BONSUCESSO;50706;b1;;C;2;BELO HORIZONTE;MG;41061;249120;0;35412;35018;0;0;319550;-110244;-34;0;0;-36484;-146762;172788;3316;2745;-9148;-107574;-10316;12966;13225;-72137;-166922;5866;551;6417;3655;0;10072;-880
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;41061;267354;0;39713;0;60;3814;310942;-79819;0;0;0;-18330;-98149;212793;3753;18319;-63345;-58405;-12930;0;2824;-4726;-114509;98285;-128;98157;-49234;-3817;45106;-5476
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;41061;3846;0;196665;43378;58356;0;302244;-134150;-378;0;0;-3064;-137592;164653;88945;363;-98980;-15927;-15120;5821;406;-2365;-36858;127795;34;127829;-24219;0;103610;0
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;41061;1161;297525;180;0;0;0;298865;0;-44341;-230486;0;-4530;-279357;19509;0;0;0;-8895;-1959;0;2011;-26;-8868;10641;309;10949;-4387;0;6563;0
J.MALUCELLI;30881;b1;;C;2;CURITIBA;PR;41061;247859;0;29859;9130;0;0;286848;-108913;-13;0;0;-34754;-143680;143168;7759;772;-11594;-65558;-7022;23496;6575;-18621;-64193;78975;-5;78969;-12617;-575;65778;-15712
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;41061;245961;10078;28203;-1430;0;0;282812;-144230;-31881;-8485;0;-30866;-215462;67350;537;1309;-7040;-19046;-5503;0;12730;-8396;-25410;41940;-781;41160;-16349;-599;24212;0
PSA FINANCE;51365;b2;;C;3;SAO PAULO;SP;41061;142008;75332;40057;3864;0;0;261261;-56426;-22069;-63150;0;-21731;-163376;97886;1337;20258;-7094;-14962;-10554;0;8388;-38039;-40667;57218;-312;56907;-16288;-673;39947;-16630
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;41061;172671;69103;10060;5542;0;0;257375;-7152;-89188;-41771;0;-65638;-203749;53626;42320;188;-19792;-15850;-9389;0;891;-4069;-5701;47925;68;47993;-19152;0;28841;0
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;41061;208426;0;40042;0;0;6589;255057;-76105;-3292;0;0;-16325;-95722;159335;26863;6884;-57172;-44623;-11671;224;133;-857;-80219;79117;-1261;77856;-32781;-5142;39933;-6014
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;41061;13079;0;154785;74414;0;0;242278;-82300;-2000;0;-57950;43697;-98553;143726;74970;0;-50306;-32846;-1551;900;19068;-66268;-56035;87691;581;88272;-25126;-9211;53935;0
BANCO BVA S.A.;32254138;b1;;I;2;RIO DE JANEIRO;RJ;41061;125715;0;97605;5556;12825;0;241701;-310296;-6628;0;0;-62485;-379409;-137708;66285;2207;-61513;-145591;-7426;21277;3250;-72442;-193952;-331660;184058;-147602;50284;-27;-97345;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;41061;140570;97852;719;0;0;0;239141;-13889;-54087;-84787;0;-37249;-190012;49129;6;3364;-8834;-17842;-5201;2351;1311;-3458;-28302;20827;-225;20602;-7159;0;13443;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;41061;8050;0;230429;0;0;0;238480;-230541;0;0;0;24;-230517;7963;0;0;-17768;70872;0;1032;2484;-64539;-7920;43;13;56;0;0;56;0
BBM;30207;b1;;C;2;SALVADOR;BA;41061;64404;7122;88955;8047;60607;0;229136;-103940;-16540;-6624;0;-6654;-133758;95378;12629;14;-17903;-15984;-3885;11303;40609;-85284;-58501;36877;2624;39501;-5834;-12035;21632;-15669
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;41061;108316;96887;20112;896;0;0;226211;-16042;-39318;-93505;0;-53309;-202175;24036;1741;1440;-11831;-6970;-4196;0;15840;-2403;-6379;17657;-3422;14234;-6811;0;7424;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;41061;204044;7210;6675;0;0;0;217930;-86240;0;-5693;0;-44118;-136051;81879;6954;37992;-4526;-52805;-10121;0;6617;-13066;-28955;52924;0;52924;-20865;0;32059;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;41061;187098;0;20826;5713;0;0;213637;-48530;-24618;0;0;-57531;-130680;82958;10607;33739;-36490;-64497;-10378;721;18380;-12243;-60161;22797;46;22843;-7415;-4051;11377;0
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;41061;44495;0;88694;19613;51571;0;204373;-35320;-143917;0;0;-4843;-184079;20294;2690;253;-29727;-11917;-760;0;98323;-38372;20490;40784;0;40784;-18477;0;22307;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;41061;161807;0;41620;-586;0;0;202842;-70034;0;0;0;-33324;-103358;99484;6616;17746;-3562;-90145;-13721;6184;3805;-13968;-87045;12439;-1569;10870;-990;0;9880;0
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;41061;88637;0;77954;0;0;26207;192799;-114479;0;0;0;-3772;-118251;74548;0;1672;-27491;-18810;-5713;0;804;-9077;-58614;15934;2824;18758;0;0;18758;0
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;41061;140056;0;51482;0;0;0;191538;-45941;-25359;0;0;-17248;-88549;102989;664;644;-21572;-20824;-230;0;3593;-6489;-44213;58777;1871;60647;-297;-1838;58512;0
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;41061;159163;227;25637;0;6;0;185033;-6014;-44156;-179;0;-31248;-81597;103435;24747;2511;-37459;-17099;-8582;0;11803;-18733;-42812;60623;-1065;59558;-25053;-1643;32862;0
BANIF;20255;b1;;C;3;SAO PAULO;SP;41061;128827;0;32851;9847;7534;0;179059;-83752;-67131;0;0;-21231;-172114;6944;7494;651;-27841;-36384;-770;-677;31396;-21731;-47863;-40919;-28500;-69419;18389;0;-51030;0
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;41061;92134;878;47654;2682;29037;0;172384;-88166;-45095;-791;0;280;-133772;38612;3127;2719;-20509;-11317;-5491;1100;12939;-978;-18411;20202;-1418;18784;-2977;0;15807;-11000
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;41061;208;0;113826;11193;45391;0;170618;-26052;-25501;0;0;-17579;-69131;101486;245539;43;-147653;-46830;-19835;0;16588;-51882;-4030;97457;-77;97379;-38842;0;58538;0
ING;51073;b1;;C;3;SAO PAULO;SP;41061;18141;0;51304;-6525;101172;0;164093;-17457;-96861;0;0;16315;-98003;66090;2830;0;-13006;-3254;-3204;0;7434;-5824;-15024;51065;1;51067;-20200;-545;30323;0
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;41061;40925;0;14604;2779;105246;0;163554;-25850;-6867;0;0;-4759;-37476;126078;11545;1096;-42655;-58952;-7789;-106;14047;-1548;-84362;41716;105;41821;-15679;-3026;23116;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;41061;28076;0;48038;6028;78275;0;160418;-27215;-86675;0;0;-2164;-116053;44364;8872;2;-12615;-7101;-3051;32;3227;-2456;-13091;31274;17;31291;68318;0;99608;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;41061;146840;0;4764;0;0;0;151604;-22215;0;0;0;-37750;-59965;91639;65034;35666;-7485;-87811;-13448;0;16915;-41284;-32412;59227;5;59231;-22584;-1326;35321;0
BANCO COMMERCIAL INVESTMENT TRUST DO BRASIL S.A. - BANCO MÚLTIPLO;43818780;b2;;I;3;BARUERI;SP;41061;2511;146027;2862;0;0;0;151400;-14304;-13420;-107422;0;-2669;-137815;13585;9;1;-9270;-5486;-1773;0;13943;-4044;-6620;6965;5815;12780;-3467;-984;8328;0
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;41061;138343;0;3183;-1298;0;0;140227;-321;-67065;0;0;1027;-66358;73869;12915;0;-11575;-7131;-3627;0;0;-56;-9473;64395;176;64571;-25414;-1081;38077;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;41061;28622;0;44708;-6108;71980;0;139201;-37913;-8590;0;0;-18045;-64547;74654;29199;3500;-25389;-45619;-9809;21;6574;-16296;-57819;16835;-1452;15382;-6413;-448;8521;0
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;41061;468;0;133375;5041;0;0;138884;-18855;-78001;0;-9436;0;-106291;32593;74446;0;-136693;-29007;-17401;0;6029;-26794;-129419;-96826;1277;-95549;-3535;0;-99084;0
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;3;RIBEIRAO PRETO;SP;41061;377;0;124523;0;0;0;124900;-118981;0;0;0;3;-118978;5922;0;0;-1128;-2846;-7;2271;2520;-154;657;6579;0;6579;0;0;6579;0
RODOBENS;51736;b1;;C;2;SAO PAULO;SP;41061;80507;29013;11970;1992;0;0;123482;-28647;-23863;-22345;0;-19019;-93874;29608;3583;4365;-6446;-6532;-3731;12609;8221;-11099;970;30579;81;30660;-7476;-1150;22034;0
DACASA FINANCEIRA S.A.-SOC. DE CRED. FINANC. E INVESTIMENTO;27406222;n1;;I;2;VITORIA;ES;41061;114745;0;2287;0;0;0;117031;-18821;0;0;0;-53944;-72765;44266;9740;0;-4548;-51334;-7286;0;46600;-15975;-22804;21462;5;21467;-9174;0;12293;-515
BANCO INTERMEDIUM S/A;416968;b1;;I;2;BELO HORIZONTE;MG;41061;94892;0;19536;0;0;0;114428;-33358;-2;0;0;-23782;-57142;57285;1256;992;-6572;-47735;-577;2705;3564;-2714;-49082;8204;-478;7725;-767;0;6958;-3335
BANCO STANDARD DE INVESTIMENTOS S.A.;4866275;b2;;I;3;SAO PAULO;SP;41061;15968;0;57655;38142;0;0;111765;-19058;-57836;0;-3410;-331;-80635;31130;17677;0;-43005;-13185;-3139;0;151;-1748;-43250;-12120;390;-11730;-7078;-15;-18823;0
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;41061;79811;0;27672;0;0;0;107483;0;-40653;0;0;-24036;-64688;42795;3702;782;-14201;-6560;-3020;0;178;-9103;-28223;14572;-8;14564;-4476;0;10088;-5510
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;41061;87551;0;18584;0;0;0;106135;-31454;-874;0;0;-4714;-37041;69093;7870;0;-15737;-24572;-90;0;2063;-2022;-32488;36605;-12;36594;0;-1610;34984;-2
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;41061;4332;0;42174;6104;53441;0;106051;-14465;-167894;0;0;208;-182151;-76100;11397;3;-35331;-12671;-3329;-2313;150236;-19324;88668;12568;18;12586;-9967;-2376;243;0
COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.;1658426;b3S;;I;2;BRASILIA;DF;41061;90847;0;13538;0;0;0;104385;-45611;-154;0;0;-5518;-51283;53101;0;0;-10776;-9243;-66;0;223;-2061;-21924;31178;44;31221;0;0;31221;-6244
COOPERATIVA CENTRAL DE CRÉDITO DOS ESTADOS DO PARANÁ E DE SÃO PAULO - CENTRAL SICREDI PR/SP;80230774;b3C;;I;2;CURITIBA;PR;41061;1699;0;97794;0;0;0;99493;-97794;-13;0;0;407;-97401;2092;0;0;-19917;45102;1;362;5111;-32747;-2089;3;-5;-2;0;0;-2;0
