Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;Resultado de Intermediação Financeira;;;;;;;;;;;;;;Outras Receitas/Despesas Operacionais;;;;;;;;;Resultado Operacional (e) = (c) + (d);Resultado Não Operacional (f);Resultado antes da Tributação, Lucro e Participação (g) = (e) + (f);Imposto de Renda e Contribuição Social (h);Participação nos Lucros (i);Lucro Líquido (j) = (g) + (h) + (i);Juros Sobre Capital Próprio (k)
SAFRA - PRUDENCIAL;1000080109;b1;;C;2;SAO PAULO;SP;42156;3565137;321921;4985624;-214114;224516;46353;8929438;-6680604;-527477;-250483;0;-764149;-8222713;706725;238805;141250;-696770;-573670;-113410;728857;855881;-673096;-92153;614571;-30792;583780;303190;0;886970;0
BTG PACTUAL - PRUDENCIAL;1000080336;b1;;C;2;RIO DE JANEIRO;RJ;42156;1234059;0;4057179;1167119;0;50962;6509319;-5066117;-2433169;0;-440215;-176900;-8116402;-1607083;980137;14476;-450861;-639917;-577858;808111;18444030;-16489669;2088449;481366;1361935;1843301;907768;-519591;2231478;-422000
BANRISUL - PRUDENCIAL;1000080154;b1;;C;1;PORTO ALEGRE;RS;42156;3116683;24315;1055099;333876;172215;350996;5053185;-2071705;-430120;-16922;0;-243624;-2762370;2290815;112297;556158;-770999;-649492;-177685;37448;132978;-1055476;-1814771;476044;4688;480732;-94048;-46752;339932;-161397
CITIBANK - PRUDENCIAL;1000080192;b1;;C;3;SAO PAULO;SP;42156;1408223;62730;1626836;489674;283203;21091;3891757;-1108806;-779233;-49444;0;-253120;-2190604;1701153;422978;139150;-653468;-672272;-139812;49254;331410;-585260;-1108020;593133;19445;612578;-213005;-36183;363391;0
PAN;1000080257;b1;;C;2;SAO PAULO;SP;42156;2945375;64243;157401;260468;106974;0;3534460;-2726916;-43903;-61908;0;-525909;-3358636;175824;59908;165140;-160659;-947280;-94426;13516;1125392;-427904;-266313;-90489;-26056;-116545;46626;0;-69919;0
BCO DO NORDESTE DO BRASIL S.A. - PRUDENCIAL;1000081593;b1;;I;1;FORTALEZA;CE;42156;1021123;0;1364621;230023;145871;10854;2772492;-964089;-901103;0;0;-541898;-2407090;365401;1054776;23879;-731165;-459303;-124218;0;769058;-800592;-267565;97836;1305;99141;92213;-33225;158128;-53165
JP MORGAN CHASE - PRUDENCIAL;1000080116;b1;;C;3;SAO PAULO;SP;42156;73215;0;1829619;-528817;1205539;0;2579556;-299214;-1717284;0;0;628;-2015870;563686;236895;238;-368830;-107068;-55370;0;77649;-80642;-297129;266557;16;266573;-104363;-8994;153216;0
BCO RABOBANK INTL BRASIL S.A. - PRUDENCIAL;1000081555;b1;;C;3;SAO PAULO;SP;42156;1538431;0;244361;74681;509925;0;2367398;-184257;-1725572;0;0;-160715;-2070545;296854;41266;4423;-73798;-41201;-20441;1045;3337;-72974;-158341;138512;-208;138305;-51630;-9101;77573;0
CREDIT SUISSE - PRUDENCIAL;1000080219;b1;;C;3;SAO PAULO;SP;42156;479931;0;1305076;413696;136592;0;2335296;-1087925;-1056692;0;0;-6313;-2150930;184366;389912;0;-537368;-180302;-43417;153666;92214;-107865;-233160;-48794;77;-48717;57972;-1;9254;0
BCO DAYCOVAL S.A - PRUDENCIAL;1000081744;b1;;I;2;SAO PAULO;SP;42156;1387075;0;237527;541632;165027;0;2331261;-1229418;-270996;0;0;-322113;-1822527;508734;15997;33466;-117830;-245355;-71662;8950;247139;-79885;-209180;299554;-5409;294145;-76467;-29266;188412;-70640
BMG - PRUDENCIAL;1000080178;b1;;C;2;SAO PAULO;SP;42156;1369156;1842;274597;387921;281976;0;2315491;-1526976;-20194;-1640;0;-214737;-1763547;551944;16223;60987;-79000;-476891;-34919;59575;338718;-402748;-518054;33890;392;34282;50991;-15854;69419;-85000
VOLKSWAGEN - PRUDENCIAL;1000080202;b2;;C;3;SAO PAULO;SP;42156;1499498;148819;109620;350571;0;0;2108508;-475638;-808723;-127487;0;-232461;-1644309;464199;119336;43348;-2354;-170085;-71818;0;235201;-356800;-203172;261027;-10872;250155;-88157;0;161998;0
BNP PARIBAS - PRUDENCIAL;1000080673;b1;;C;3;SAO PAULO;SP;42156;770085;63221;450938;490650;92678;0;1867572;-531696;-429985;-56932;0;-141128;-1159741;707831;152200;48664;-182346;-289563;-54699;1638;282158;-338796;-380744;327088;-1733;325355;-136552;-11391;177412;0
MERCANTIL DO BRASIL - PRUDENCIAL;1000080123;b1;;C;2;BELO HORIZONTE;MG;42156;1485817;326;200928;119311;14163;8136;1828681;-672365;-17886;-312;0;-347414;-1037976;790704;28680;62286;-176334;-339477;-56308;10648;38667;-282800;-714638;76067;-1406;74661;-15869;-10548;48243;-16125
SOCIETE GENERALE - PRUDENCIAL;1000080264;b1;;C;3;SAO PAULO;SP;42156;297115;191660;327594;1011891;0;0;1828260;-31164;-1244227;-141500;-54876;-231989;-1703756;124504;13474;4236;-74597;-105194;-20148;-30727;55011;-80168;-238112;-113608;-1097;-114705;-51210;0;-165915;0
CCB - PRUDENCIAL;1000080295;b1;;C;3;SAO PAULO;SP;42156;677423;78464;251303;375446;237003;123;1619761;-916727;-311660;-78686;0;-481100;-1788173;-168412;34237;5939;-107620;-81849;-31811;8;30562;-134793;-285327;-453740;1864;-451876;183888;0;-267988;0
MORGAN STANLEY - PRUDENCIAL;1000080628;b1;;C;3;SAO PAULO;SP;42156;1090;0;1540078;-39568;56933;0;1558533;-177115;-19195;0;0;0;-196310;1362222;130873;0;-141708;-45540;-20841;26438;79217;-1184023;-1155584;206638;0;206638;-45669;0;160969;0
ABC-BRASIL - PRUDENCIAL;1000080312;b1;;C;3;SAO PAULO;SP;42156;684391;0;508395;292867;44114;0;1529767;-744796;-631173;0;0;-79692;-1455660;74107;88880;6898;-82716;-46938;-19610;111545;65650;-18496;105214;179321;-3600;175721;43228;-48593;170356;-62048
CREFISA S.A. CFI - PRUDENCIAL;1000083632;n1;;I;2;SAO PAULO;SP;42156;1391407;0;64400;0;0;0;1455807;0;0;0;0;-257625;-257625;1198182;0;0;-9226;-397131;-72012;0;117055;-1911;-363226;834956;-488;834468;-336329;-469;497670;-36000
SICREDI - PRUDENCIAL;1000080745;b1;;C;2;PORTO ALEGRE;RS;42156;489543;0;895474;2790;12348;21795;1421950;-1039832;-127964;0;0;12539;-1155256;266694;78986;31;-51964;-172434;-16313;3165;37747;-39655;-160437;106256;-122;106134;-41096;0;65038;0
BANCO IBM S.A. - PRUDENCIAL;1000081689;b2;;I;3;RIO DE JANEIRO;RJ;42156;94511;917834;238535;0;0;0;1250880;-415425;-20213;-743162;0;-47234;-1226033;24847;0;0;0;-18587;-4501;0;28619;-3122;2410;27257;0;27257;-12713;0;14545;0
BRB - PRUDENCIAL;1000080288;b1;;C;1;BRASILIA;DF;42156;1092220;0;128428;-3792;3802;16642;1237300;-485223;-3565;0;0;-214929;-703717;533583;133589;66906;-351690;-196899;-47806;17771;44422;-157615;-491321;42261;1245;43507;2625;-6341;39791;-7000
GMAC - PRUDENCIAL;1000080848;b2;;C;3;SAO PAULO;SP;42156;1118136;70810;28829;0;0;0;1217775;-714261;0;-69475;0;-79847;-863582;354192;78286;48586;-2033;-277490;-59924;13395;42176;-38122;-195126;159067;1347;160414;-58894;0;101520;0
BANCOOB - PRUDENCIAL;1000080879;b1;;C;2;BRASILIA;DF;42156;370570;0;778084;610;0;12214;1161478;-961193;-25254;0;0;-4567;-991014;170464;177312;40;-38946;-97532;-25331;942;8965;-102036;-76585;93879;1507;95386;-36265;-2487;56634;0
BANESTES - PRUDENCIAL;1000080147;b1;;C;1;VITORIA;ES;42156;423884;20606;574730;0;6175;26445;1051840;-624356;-10296;-16448;0;-108341;-759442;292398;89611;39730;-148274;-105785;-29992;12565;16384;-44858;-170619;121779;403;122182;-23597;-16213;82373;-27427
ALFA - PRUDENCIAL;1000080570;b1;;C;2;SAO PAULO;SP;42156;557559;113237;321667;32846;8358;0;1033667;-587812;-63019;-92675;0;-28190;-771696;261971;14558;13654;-79242;-51431;-17641;9661;48621;-113007;-174827;87143;-629;86514;-18111;-3469;64934;-19332
ING - PRUDENCIAL;1000080501;b1;;C;3;SAO PAULO;SP;42156;62389;0;133596;199735;554630;0;950350;-45976;-828506;0;0;1578;-872904;77445;8896;0;-18664;-5520;-4604;0;6853;-3414;-16453;60992;0;60992;-24097;-671;36225;0
DEUTSCHE - PRUDENCIAL;1000080532;b1;;C;3;SAO PAULO;SP;42156;192857;0;276296;433717;0;0;902869;-150101;-159221;0;-455201;1682;-762841;140029;119232;335;-127789;-47634;-37252;0;87209;-24604;-30503;109526;-74;109451;-22954;0;86497;0
BCO TOYOTA DO BRASIL S.A. - PRUDENCIAL;1000081562;b2;;I;3;SAO PAULO;SP;42156;324767;29355;45186;445641;0;0;844948;-99326;-563033;-20874;0;-19045;-702277;142671;0;20932;-18728;-62595;-14955;0;4997;-9867;-80216;62455;-4751;57704;-23493;-2450;31761;0
BCO CSF S.A. - PRUDENCIAL;1000081610;b2;;I;3;SAO PAULO;SP;42156;813786;0;14015;0;0;0;827801;-10873;0;0;0;-312785;-323657;504144;145982;118210;-39696;-215201;-70781;0;19474;-67112;-109124;395020;0;395020;-156295;0;238724;0
BOFA MERRILL LYNCH - PRUDENCIAL;1000080556;b1;;C;3;SAO PAULO;SP;42156;56347;0;310516;59206;345674;0;771743;-84347;-46537;0;0;-1358;-132241;639501;247509;2047;-214222;-75010;-27043;0;519;-395488;-461688;177813;-163;177650;-71055;0;106595;0
BCO TOKYO-MITSUBISHI BM S.A. - PRUDENCIAL;1000081713;b1;;I;3;SAO PAULO;SP;42156;55966;0;343691;176970;175984;0;752612;-95031;-577766;0;0;-5859;-678656;73956;2139;582;-55089;-37360;-7480;0;122009;-37063;-12261;61695;99;61794;-27481;0;34312;0
PERNAMBUCANAS - PRUDENCIAL;1000080305;n1;;C;2;SAO PAULO;SP;42156;686843;0;7303;0;10;0;694156;-21029;0;0;0;-343365;-364394;329762;2535;33317;-24802;-89952;-1671;0;28335;-77634;-129871;199890;-4885;195006;-81076;0;113930;0
PINE - PRUDENCIAL;1000080374;b1;;C;2;SAO PAULO;SP;42156;310165;0;152088;154836;64363;0;681453;-422416;-263643;0;0;-31017;-717076;-35623;41087;322;-43596;-37430;-10566;3643;51179;-2727;1912;-33711;5403;-28308;62591;-14111;20173;-36388
BCO DA AMAZONIA S.A. - PRUDENCIAL;1000081249;b1;;I;1;BELEM;PA;42156;246879;0;429581;-7792;4334;0;673002;-139475;-195595;0;0;-76592;-411662;261340;408172;53022;-284307;-128205;-51980;0;300949;-310401;-12750;248589;3036;251626;-144928;0;106698;0
CREDIT AGRICOLE - PRUDENCIAL;1000080491;b1;;C;3;SAO PAULO;SP;42156;33611;0;118583;101005;397377;0;650576;-82409;-737136;0;0;-2509;-822054;-171478;21671;45;-40596;-22721;-5590;49;525192;-293227;184824;13345;4;13349;-10774;-937;1638;0
BCO DO EST. DO PA S.A. - PRUDENCIAL;1000081586;b1;;I;1;BELEM;PA;42156;551000;0;85176;0;2007;9378;647561;-198904;-235;0;0;-81670;-280809;366752;5615;27792;-114622;-111223;-22933;0;4889;-12171;-222652;144100;-602;143498;-87496;-9869;46133;-7671
BCO FIBRA S.A. - PRUDENCIAL;1000081483;b1;;C;2;SAO PAULO;SP;42156;411058;0;147324;11567;32884;0;602834;-431924;-64483;0;0;-129256;-625663;-22830;12385;1203;-80151;-48739;-6388;152;67999;-107797;-161335;-184165;-3065;-187230;-7664;0;-194894;0
MIDWAY S.A. - SCFI - PRUDENCIAL;1000083553;n1;;I;2;SAO PAULO;SP;42156;578269;0;23877;0;33;0;602180;-31040;0;0;0;-89316;-120356;481824;88223;20272;-8057;-122363;-36431;0;7661;-203746;-254440;227384;33;227417;-86689;-8338;132390;0
BD REGIONAL DO EXTREMO SUL - PRUDENCIAL;1000081311;b4;;C;1;PORTO ALEGRE;RS;42156;443907;0;119273;2091;0;0;565271;0;-241708;0;0;-83888;-325596;239675;15384;0;-79596;-17972;-15953;0;9413;-10978;-99703;139972;25069;165041;-66264;0;98777;0
J.MALUCELLI - PRUDENCIAL;1000080233;b1;;C;2;CURITIBA;PR;42156;445211;0;63150;2270;7310;0;517941;-253169;-10314;0;0;-58873;-322357;195584;4161;3471;-29611;-110411;-12174;29014;2261;-4251;-117541;78044;22;78066;-15044;0;63021;-11929
PORTO SEGURO - PRUDENCIAL;1000080642;n1;;C;2;SAO PAULO;SP;42156;489595;0;21567;-794;0;0;510368;-62597;-3051;0;0;-199735;-265383;244984;212877;53953;-47878;-139345;-44951;0;33626;-137739;-69457;175527;0;175527;-62836;-5560;107131;0
MERCEDES-BENZ - PRUDENCIAL;1000080563;b2;;C;3;SAO PAULO;SP;42156;473224;13028;8690;0;0;0;494942;-66816;-130044;-12042;0;-139649;-348550;146392;38;7314;-36232;-45440;-19065;0;41071;-37665;-89978;56413;-10077;46337;-6779;0;39557;0
HONDA - PRUDENCIAL;1000080611;b2;;C;3;SAO PAULO;SP;42156;391171;106;67195;24946;0;0;483418;-135943;-58749;-68;0;-55073;-249833;233585;492997;37530;-10797;-422127;-71048;0;78624;-21256;83923;317508;157;317665;-115135;0;202530;0
ORIGINAL - PRUDENCIAL;1000080903;b1;;C;2;SAO PAULO;SP;42156;325472;0;125017;1138;11159;0;462786;-129921;-84939;0;0;-54250;-269110;193675;18255;14;-51978;-42070;-13139;1144;43243;-9138;-53667;140008;-3372;136636;-15702;-65261;55674;0
BCO SUMITOMO MITSUI BRASIL S.A. - PRUDENCIAL;1000081720;b1;;I;3;SAO PAULO;SP;42156;158233;0;127101;66725;91926;0;443985;-76731;-260454;0;0;784;-336401;107584;9227;3;-19593;-9719;-3977;0;8596;-30740;-46204;61380;119;61499;-20424;-662;40413;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;42156;15903;0;425303;0;0;0;441206;-425493;0;0;0;190;-425303;15903;0;0;-14013;95102;0;5014;3501;-105538;-15934;-31;31;0;0;0;0;0
GOLDMAN SACHS - PRUDENCIAL;1000080714;b2;;C;3;SAO PAULO;SP;42156;9758;0;325176;79854;0;0;414788;-85671;-134077;0;-21372;714;-240406;174382;220312;0;-157456;-59658;-23650;0;22273;-26137;-24316;150066;2565;152631;-48955;-2000;101676;0
HAITONG - PRUDENCIAL;1000080666;b2;;C;3;SAO PAULO;SP;42156;80973;0;189386;112416;26142;0;408917;-411940;-11962;0;0;-13541;-437444;-28526;22993;1755;-34958;-24446;-7194;41040;4436;-2577;1050;-27476;-8;-27484;31180;-1474;2221;-7800
BCO DES. DE MG S.A. - PRUDENCIAL;1000081328;b4;;I;1;BELO HORIZONTE;MG;42156;300521;0;52915;39770;13311;0;406518;-55186;-208039;0;0;-85381;-348606;57912;13463;4986;-47850;-17998;-9961;0;42672;-29360;-44049;13863;64;13928;-7997;-572;5359;0
BANCO CNH INDUSTRIAL CAPITAL S.A - PRUDENCIAL;1000081407;b2;;I;3;CURITIBA;PR;42156;323072;18568;69776;-5949;0;0;405467;-123942;-36092;-14668;0;-62067;-236770;168697;4948;13;-21805;-36851;-12142;0;19050;-19538;-66325;102372;-29;102344;-25436;-3564;73343;-67549
BCO CARGILL S.A. - PRUDENCIAL;1000081414;b1;;I;3;SAO PAULO;SP;42156;94928;0;27809;15786;242172;0;380694;-41991;-266748;0;0;4124;-304614;76080;3;0;-5505;-4941;-4788;0;274;-8823;-23781;52299;-16;52284;-20930;0;31354;0
BONSUCESSO - PRUDENCIAL;1000080422;b1;;I;2;BELO HORIZONTE;MG;42156;237889;0;73145;47935;3897;0;362867;-118272;-49;0;0;-37;-118358;244508;3269;8377;-20865;-189490;-12236;8159;80442;-109964;-232308;12200;99678;111878;-1189;0;110689;0
HP FINANCIAL SERVICES AM S.A - PRUDENCIAL;1000082987;n1;;I;3;BARUERI;SP;42156;986;359132;0;0;0;0;360118;0;-39717;-281085;0;-21661;-342462;17656;0;0;-2;-10995;-2973;0;5326;-1090;-9735;7921;1320;9241;-2559;0;6681;0
OMNI - PRUDENCIAL;1000080460;n1;;C;2;SAO PAULO;SP;42156;308685;3893;31077;6614;0;0;350269;-146054;-19309;-2470;0;-50051;-217884;132385;5804;35862;-18672;-130846;-17271;-411;43415;-65954;-148073;-15689;-2516;-18204;10753;0;-7451;0
JOHN DEERE - PRUDENCIAL;1000080343;b1;;C;3;INDAIATUBA;SP;42156;340112;0;4615;2027;0;0;346755;-17825;-172592;0;0;-46325;-236742;110012;18976;122;-15056;-8938;-6955;0;110;-702;-12444;97569;688;98257;-38454;-1595;58208;0
BCO DE LAGE LANDEN BRASIL S.A. - PRUDENCIAL;1000081421;b2;;I;3;PORTO ALEGRE;RS;42156;140680;154875;30633;8093;0;0;334282;0;-46883;-141417;0;-69369;-257668;76614;12935;48;-28157;-37272;-8089;0;11339;-16438;-65635;10979;-199;10779;-3962;0;6817;0
BANCO FIDIS - PRUDENCIAL;1000081751;b2;;I;3;BETIM;MG;42156;255386;896;64029;13805;0;0;334116;-215265;-9897;-742;0;-18675;-244580;89536;615;107;-10551;-19009;-4996;0;4704;-23433;-52563;36973;5690;42663;-17509;-728;24427;0
APE POUPEX - PRUDENCIAL;1000081184;n1;;I;2;BRASILIA;DF;42156;108376;0;172292;0;0;41449;322118;-183773;0;0;0;-3586;-187358;134759;0;1810;-45087;-20478;-7958;0;8896;-10614;-73432;61327;525;61853;0;0;61853;0
BCO CLASSICO S.A. - PRUDENCIAL;1000081665;b1;;C;2;RIO DE JANEIRO;RJ;42156;891;0;312217;0;0;0;313108;0;-11;0;0;0;-11;313097;2;0;-270;-1706;0;0;40;0;-1934;311163;2535;313697;-937;0;312761;0
SOFISA - PRUDENCIAL;1000080271;b1;;C;2;SAO PAULO;SP;42156;198454;4014;74296;5462;23651;0;305877;-160203;-54215;-3814;0;-9824;-228056;77821;255;7313;-25674;-25147;-5381;17383;12724;-10296;-28822;48998;-2429;46569;-6477;-5675;34417;-9500
BCO DO EST. DE SE S.A. - PRUDENCIAL;1000081634;b1;;C;1;ARACAJU;SE;42156;202850;0;79937;0;0;9567;292355;-130775;-3278;0;0;-27777;-161830;130525;53610;7648;-92887;-66979;-19252;0;75679;-37069;-79250;51275;2196;53470;-21541;-3695;28235;-7853
COOPERATIVA DE CRÉDITO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;42156;172422;0;83109;0;0;0;255531;-75936;-26569;0;0;-39535;-142039;113492;3245;1852;-34201;-28568;-512;0;8261;-1793;-51715;61777;-189;61588;-611;-3023;57954;0
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;42156;201663;0;47943;0;0;0;249607;-88688;-2659;0;0;-19454;-110801;138806;11403;6672;-35170;-53685;-188;0;2419;-2474;-71024;67782;-14;67768;0;-3040;64728;0
BBM - PRUDENCIAL;1000080161;b1;;C;2;SALVADOR;BA;42156;87590;0;75402;21398;62544;0;246933;-117796;-40139;0;0;-9537;-167472;79461;9316;18;-21180;-16158;-3542;13007;4013;-38569;-53095;26366;-3036;23330;967;-7475;16822;-16821
ICBC DO BRASIL BM S.A. - PRUDENCIAL;1000081830;b1;;I;3;SAO PAULO;SP;42156;63418;0;25067;0;151564;0;240048;-12035;-210196;0;0;-494;-222724;17324;71;32;-6577;-4726;-839;0;995;0;-11044;6280;-33;6247;-1873;-27;4347;0
INTERMEDIUM - PRUDENCIAL;1000080996;b1;;C;2;BELO HORIZONTE;MG;42156;209198;0;28700;2062;0;0;239960;-97636;-543;0;0;-29034;-127212;112748;2407;3337;-25974;-61926;-7177;-516;416;-3705;-93138;19609;1068;20678;-4735;0;15942;-8860
BCO TRIANGULO S.A. - PRUDENCIAL;1000081438;b1;;C;2;UBERLANDIA;MG;42156;203793;0;28636;4745;0;0;237174;-74611;-6335;0;0;-48492;-129439;107735;31207;43910;-54756;-77705;-14069;1138;16736;-12088;-65626;42110;738;42848;-9138;-6510;27200;-10478
MIZUHO - PRUDENCIAL;1000080697;b1;;C;3;SAO PAULO;SP;42156;22994;0;64397;33645;109428;0;230463;-34565;-185060;0;0;-59160;-278785;-48322;29363;53;-23677;-13288;-3589;17300;26353;-4258;28256;-20065;0;-20065;5940;-1214;-15339;0
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;42156;6369;0;222388;0;0;0;228757;-222388;-2;0;0;-21;-222411;6345;0;0;-12797;64462;0;2514;1117;-61662;-6366;-21;21;0;0;0;0;0
INDUSTRIAL DO BRASIL - PRUDENCIAL;1000080477;b1;;C;2;SAO PAULO;SP;42156;122239;0;43032;17682;40284;0;223236;-89168;-71500;0;0;-21838;-182506;40730;4401;2197;-23375;-12325;-6320;0;19124;-324;-16622;24109;100;24209;-4103;0;20106;-12500
BARCLAYS - PRUDENCIAL;1000080817;b1;;C;3;SAO PAULO;SP;42156;146;0;185198;37809;0;0;223153;-157837;0;0;-30829;-5089;-193755;29398;81072;0;-58986;-20880;-7123;-16;16949;-5537;5479;34877;42;34918;-8060;-1385;25473;0
DACASA FINANCEIRA - PRUDENCIAL;1000081005;n1;;C;2;VITORIA;ES;42156;169151;0;48145;2136;0;0;219432;-85932;0;0;0;-86372;-172304;47128;16971;13932;-8716;-83751;-10875;0;53125;-17195;-36509;10619;8;10628;-4602;0;6025;0
INDUSVAL - PRUDENCIAL;1000080415;b1;;C;2;SAO PAULO;SP;42156;134064;0;47571;-35609;66202;0;212228;-242631;-38128;0;0;-128837;-409595;-197368;18876;4198;-46050;-39379;-5059;560;54546;-18419;-30727;-228094;-6301;-234395;97296;-4324;-141424;0
BCO CATERPILLAR S.A. - PRUDENCIAL;1000081397;b2;;C;3;SAO PAULO;SP;42156;185547;9982;49;5512;0;0;201089;-21883;-43842;-7156;0;-82764;-155644;45445;755;1615;-20128;-15380;-5092;0;14961;-10768;-34036;11409;-6071;5338;-3590;0;1748;0
RENDIMENTO - PRUDENCIAL;1000080659;b1;;C;2;SAO PAULO;SP;42156;38980;0;22498;-10722;143508;0;194264;-37639;-1329;0;0;-2408;-41376;152888;36817;1008;-61527;-72072;-9681;0;4431;-18284;-119309;33579;233;33813;-10296;-1670;21847;-6300
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;42156;4;0;193196;0;0;0;193200;-182870;0;0;0;0;-182870;10330;0;0;-1573;-1208;-9;4730;348;-157;2131;12461;0;12461;0;0;12461;0
SCOTIABANK BRASIL - PRUDENCIAL;1000081452;b1;;I;3;SAO PAULO;SP;42156;11320;0;70399;63591;41449;0;186758;-19517;-112762;0;0;-1713;-133993;52765;12511;0;-21769;-10245;-5936;0;3461;-497;-22475;30291;1;30290;-10171;0;20119;0
VOLVO - PRUDENCIAL;1000080769;b2;;C;3;CURITIBA;PR;42156;153770;18289;9267;0;0;0;181327;-5503;-46553;-15605;0;-64816;-132477;48850;19363;2840;-17913;-39720;-8218;450;12020;-2838;-34016;14834;-301;14533;-5538;-1067;7928;0
