Instituição financeira;Código;TCB;SR;TD;TC;Cidade;UF;Data;a1;a2;a3;a4;a5;a6;a;b1;b2;b3;b4;b5;b;c;d1;d2;d3;d4;d5;d6;d7;d8;d;e;f;g;h;i;j;k
BANRISUL;30173;b1;;C;1;PORTO ALEGRE;RS;01/12/2015;3423409;28802;1259420;289627;279024;490029;5770311;-2571870;-579682;-16389;0;-297060;-3465001;2305310;76065;384638;-904981;-548329;-160898;173369;485883;-1299792;-1794044;511266;-5683;505584;62819;-59562;508841;-195045
BANCO RABOBANK INTERNATIONAL BRASIL S.A.;1023570;b1;;I;3;SAO PAULO;SP;01/12/2015;2446244;0;387274;-53946;980353;0;3759924;-205833;-3151239;0;0;-316517;-3673589;86335;33391;9477;-72085;-52955;-25458;0;30116;-23054;-100569;-14234;-23;-14256;69055;-13431;41368;-89588
PAN;31323;b1;;C;2;SAO PAULO;SP;01/12/2015;2961338;35706;181766;458845;102606;0;3740261;-3200000;-7322;-35553;0;-499608;-3742484;-2223;62442;176571;-159617;-1010313;-88253;19146;1264013;-311841;-47851;-50074;-47254;-97329;175298;0;77970;-3152
BANCO DO NORDESTE DO BRASIL S.A.;7237373;b1;;I;1;FORTALEZA;CE;01/12/2015;1431353;0;1609014;435019;254149;-8811;3720724;-1207235;-1314021;0;0;-460822;-2982078;738646;969134;28484;-834589;-531135;-136590;0;821248;-915042;-598491;140155;65;140220;26983;-19609;147595;-20205
CREDIT SUISSE;30771;b1;;C;3;SAO PAULO;SP;01/12/2015;736016;0;1959627;763309;191094;0;3650046;-1291817;-1467984;0;0;-525088;-3284889;365157;453596;0;-645156;-209923;-61461;281137;394775;-406708;-193741;171416;5761;177177;94343;-5236;266284;0
BTG PACTUAL;49944;b1;;C;2;RIO DE JANEIRO;RJ;01/12/2015;1707302;0;6053371;-5021588;375982;75380;3190446;-4902311;-4508798;0;0;-881306;-10292415;-7101970;1743594;101919;-768685;-1191849;-127362;3509218;4705263;-1175562;6796535;-305434;2052259;1746825;2169086;-523890;3392021;-492754
DAYCOVAL;51987;b1;;C;2;SAO PAULO;SP;01/12/2015;1570459;141431;390199;826166;206471;0;3134726;-1590270;-551929;-101792;0;-331802;-2575794;558932;13763;37089;-137836;-247464;-75549;20897;210355;-74986;-253731;305201;162;305363;-36349;-17877;251137;-83044
JP MORGAN CHASE;20107;b1;;C;3;SAO PAULO;SP;01/12/2015;68886;0;1482278;633400;919078;0;3103642;-438395;-1889479;0;0;-823;-2328696;774946;220468;348;-443959;-121461;-74288;0;78899;-133557;-473550;301396;191;301586;-65315;-11867;224405;0
BNP PARIBAS;51516;b1;;C;3;SAO PAULO;SP;01/12/2015;890696;72188;1017428;227216;763299;0;2970827;-755083;-1165224;-69451;0;-198664;-2188421;782406;174782;70704;-197048;-420189;-74005;2757;309136;-389814;-523677;258729;-1626;257104;-15185;-11318;230601;-89656
BMG;30290;b1;;C;2;SAO PAULO;SP;01/12/2015;1292206;760;283390;709870;107945;0;2394171;-1754703;-25709;-613;0;-251855;-2032879;361292;18827;52564;-77252;-332643;-26286;62314;200248;-323437;-425664;-64373;1354;-63019;250407;-68015;119373;-61000
BANCO VOLKSWAGEN S.A.;59109165;b2;;I;3;SAO PAULO;SP;01/12/2015;1476021;79226;100318;671695;0;0;2327260;-470767;-1179470;-50991;0;-277020;-1978247;349013;0;41332;-2057;-203706;-75124;47146;427829;-365751;-130329;218684;-19393;199290;69412;0;268702;-163833
ABC-BRASIL;41856;b1;;C;3;SAO PAULO;SP;01/12/2015;790208;0;606364;846715;0;0;2243287;-952334;-1200790;0;-70675;-139008;-2362806;-119519;93345;9964;-91966;-50382;-16141;219045;97246;-43566;217543;98025;-2629;95395;157765;-52605;200556;-73971
CCB;32119;b1;;C;3;SAO PAULO;SP;01/12/2015;603399;70840;266214;772410;314101;95;2027059;-1067351;-742166;-73372;0;-494670;-2377558;-350499;26647;4535;-114883;-90002;-33582;377;57924;-118652;-267636;-618135;-4537;-622673;399113;0;-223559;0
SOCIETE GENERALE;31859;b1;;C;3;SAO PAULO;SP;01/12/2015;10766;222298;384436;1158777;116625;0;1892902;-25113;-1604494;-156673;0;14135;-1772144;120757;17004;7152;-68776;-96069;-11752;-28198;143533;-56219;-93325;27432;-258;27175;-84696;0;-57521;0
MERCANTIL DO BRASIL;20152;b1;;C;2;BELO HORIZONTE;MG;01/12/2015;1525094;283;195022;98923;22553;6868;1848743;-700204;-25466;-282;0;-436718;-1162670;686073;27071;72404;-182966;-288590;-55191;11922;97407;-360469;-678411;7662;-54078;-46416;84771;-16569;21786;-15699
BANCO COOPERATIVO SICREDI S.A.;1181521;b1;;I;2;PORTO ALEGRE;RS;01/12/2015;576052;0;1196801;3876;20851;23056;1820635;-1349595;-196494;0;0;-1385;-1547474;273162;22053;42;-56553;-147320;-14178;9330;41250;-48652;-194028;79134;11;79146;-27367;0;51779;0
CREFISA S.A.-CREDITO, FINANCIAMENTO E INVESTIMENTOS;60779196;n1;;I;2;SAO PAULO;SP;01/12/2015;1616398;0;102833;0;0;0;1719232;0;0;0;0;-403939;-403939;1315293;69;0;-10395;-415868;-88233;0;208933;-14128;-319622;995671;-726;994945;-407575;-173;587198;-95730
BOFA MERRILL LYNCH;51255;b1;;C;3;SAO PAULO;SP;01/12/2015;47987;0;502537;-205363;1199717;0;1544879;-126555;-79733;0;0;-15332;-221619;1323260;310574;1842;-311036;-82240;-24421;0;9503;-1114177;-1209956;113303;-941;112362;2866;0;115228;-84390
ING;51073;b1;;C;3;SAO PAULO;SP;01/12/2015;83666;0;154525;326329;942355;0;1506874;-58350;-1336412;0;0;204;-1394558;112316;7006;0;-23076;-8416;-7643;0;8256;-3745;-27619;84697;3;84699;-21918;-781;62000;-52203
BANCO DE TOKYO-MITSUBISHI UFJ BRASIL S.A.;60498557;b1;;I;3;SAO PAULO;SP;01/12/2015;88712;0;574867;448635;336859;0;1449073;-131855;-1091879;0;0;4236;-1219499;229575;2315;640;-63384;-44424;-17400;0;84944;-43147;-80456;149118;-384;148734;-64618;0;84116;0
BANCOOB;51750;b1;;C;2;BRASILIA;DF;01/12/2015;441214;0;988010;0;0;8651;1437875;-1232948;-30767;0;0;-3186;-1266901;170974;185678;43;-41363;-94486;-30329;4547;34158;-130352;-72104;98870;8929;107798;-39337;-5241;63220;0
BRB;31976;b1;;C;1;BRASILIA;DF;01/12/2015;1165084;0;138539;79;5961;14322;1323984;-580494;-4386;0;0;-245733;-830614;493371;20179;67638;-353754;-185173;-43167;20905;58979;-99192;-513585;-20215;1796;-18419;80176;-8821;52937;-20000
BANCO IBM S.A.;34270520;b2;;I;3;RIO DE JANEIRO;RJ;01/12/2015;118238;956748;215222;0;0;0;1290208;-394087;-29107;-778140;0;-34717;-1236051;54157;0;0;0;-19461;-5458;0;25955;-15926;-14889;39268;0;39268;-16127;0;23141;0
BANESTES;30159;b1;;C;1;VITORIA;ES;01/12/2015;404960;16412;779319;0;10816;19500;1231008;-826779;-11791;-13292;0;-135913;-987775;243232;89372;44230;-157674;-120972;-30038;10781;17290;-45959;-192970;50263;1349;51612;27003;-10127;68488;-28000
ALFA;51293;b1;;C;2;SAO PAULO;SP;01/12/2015;623108;110140;340123;112492;37100;0;1222963;-644336;-94503;-88611;0;-54928;-882379;340585;19443;13830;-82261;-53885;-19241;11149;59420;-198345;-249889;90695;-995;89700;-22002;-4118;63580;-20287
BANCO GMAC S.A.;59274605;b2;;I;3;SAO PAULO;SP;01/12/2015;1105079;64164;35846;0;0;0;1205089;-725170;0;-63750;0;-146457;-935376;269713;19330;53615;-7106;-223540;-54976;27204;43805;-40345;-182013;87700;369;88069;50114;-1097;137086;-93000
BANCO TOYOTA DO BRASIL S.A.;3215790;b2;;I;3;SAO PAULO;SP;01/12/2015;376335;27966;38813;737511;0;0;1180625;-92779;-889933;-19598;0;-20294;-1022604;158021;0;25972;-22986;-66631;-17041;0;12803;-12518;-80401;77620;-5468;72152;-23985;-7701;40465;0
DEUTSCHE;51183;b1;;C;3;SAO PAULO;SP;01/12/2015;325541;0;193867;525429;0;0;1044836;-127214;-266050;0;-508055;-17986;-919305;125532;150455;288;-142710;-66220;-24399;0;127175;-111629;-67038;58493;-20346;38147;80583;0;118730;-100000
BANCO CSF S.A.;8357240;b2;;I;3;SAO PAULO;SP;01/12/2015;997712;0;15883;0;0;0;1013595;-9156;0;0;0;-519878;-529034;484561;178686;116073;-54674;-235446;-79183;0;40795;-106908;-140657;343904;-151;343753;-135409;0;208344;0
CREDIT AGRICOLE;51066;b1;;C;3;SAO PAULO;SP;01/12/2015;36917;0;139823;51736;655556;0;884032;-90463;-1509951;0;0;-17144;-1617557;-733525;17119;63;-36541;-24792;-8824;3334;1171531;-356266;765624;32099;-10;32089;-17783;-942;13365;0
PINE;50304;b1;;C;2;SAO PAULO;SP;01/12/2015;323549;0;178574;357382;4062;0;863567;-506332;-373907;0;0;-81829;-962069;-98502;36803;235;-44646;-39082;-7290;5070;76980;-28590;-519;-99021;2136;-96885;136305;-18567;20853;-43825
BANCO DA AMAZONIA S.A.;4902979;b1;;I;1;BELEM;PA;01/12/2015;313644;0;451026;3465;9945;0;778080;-161572;-245860;0;0;-77125;-484557;293524;257707;54816;-284465;-140796;-48543;0;350846;-288037;-98471;195052;1287;196340;-30349;-23720;142271;-94961
PERNAMBUCANAS FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;43180355;n1;;I;2;SAO PAULO;SP;01/12/2015;707284;0;13607;0;30;0;720921;-30717;0;0;0;-437332;-468049;252872;1750;36093;-21254;-93419;-56216;0;43234;-70406;-160219;92653;-15;92638;-27173;0;65465;0
MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;9464032;n1;;I;2;SAO PAULO;SP;01/12/2015;680275;0;29054;0;56;0;709385;-39942;0;0;0;-194954;-234896;474490;99625;29373;-9002;-131530;-42698;0;7482;-326758;-373508;100982;34;101015;-25542;-208;75266;0
BANCO DO ESTADO DO PARÁ S.A.;4913711;b1;;I;1;BELEM;PA;01/12/2015;594926;0;89387;0;3929;2400;690642;-222191;-133;0;0;-39088;-261413;429230;5891;32107;-132422;-127836;-25267;0;12278;-15213;-250461;178769;-13;178756;-4195;-16617;157944;-27902
MORGAN STANLEY;51413;b1;;C;3;SAO PAULO;SP;01/12/2015;0;0;686672;-91247;90051;0;685477;-286200;0;0;0;500;-285700;399777;106673;0;-162419;-46312;-32710;52475;150250;-134121;-66164;333612;0;333612;-62536;0;271076;-127098
BANCO FIBRA S.A.;58616418;b1;;I;2;SAO PAULO;SP;01/12/2015;419430;0;183148;50851;27007;0;680436;-509108;-77930;0;0;-29705;-616743;63693;14163;1443;-64588;-50382;-6399;-1459;36220;-62003;-133006;-69312;-2172;-71484;202628;0;131143;0
BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL;92816560;b4;;I;1;PORTO ALEGRE;RS;01/12/2015;490702;0;156243;0;0;0;646946;0;-302001;0;0;-68826;-370827;276119;24758;0;-93175;-27479;-19368;0;40714;-11321;-85871;190248;748;190996;-26785;0;164211;0
COOPERATIVA CENTRAL DE CRÉDITO DO RIO GRANDE DO SUL E SANTA CATARINA - CENTRAL SICREDI SUL;87437687;b3C;;I;2;PORTO ALEGRE;RS;01/12/2015;19061;0;609209;0;0;0;628271;-609106;0;0;0;-47;-609153;19117;0;0;-12064;113866;0;4717;4099;-129417;-18800;318;-318;0;0;0;0;0
BANCO SUMITOMO MITSUI BRASILEIRO S.A.;60518222;b1;;I;3;SAO PAULO;SP;01/12/2015;265936;0;133186;38512;179276;0;616910;-103950;-416849;0;0;-1243;-522042;94868;14494;3;-22826;-12520;-5744;8290;13967;-13509;-17843;77025;19;77045;-9121;-763;67161;-44783
PARANÁ BANCO;30881;b1;;C;2;CURITIBA;PR;01/12/2015;484303;0;87454;2033;10150;0;583940;-316653;-12695;0;0;-71859;-401207;182733;4103;3442;-28376;-105631;-12077;29095;790;-10099;-118752;63981;12302;76282;9098;-6808;78572;-54137
ORIGINAL;51781;b1;;C;2;SAO PAULO;SP;01/12/2015;497042;0;91167;-54583;28638;0;562265;-237229;-144885;0;0;-39443;-421557;140708;16430;41;-67290;-54181;-12780;924;25373;-18617;-110099;30609;137;30746;47879;-23719;54906;-43000
BANCO CARGILL S.A.;3609817;b1;;I;3;SAO PAULO;SP;01/12/2015;155576;0;18497;2380;356787;0;533241;-54688;-406028;0;0;-55159;-515875;17366;3;0;-1890;-9127;-9413;0;8;-19645;-40063;-22697;0;-22697;38216;0;15518;-68000
GOLDMAN SACHS;51585;b2;;C;3;SAO PAULO;SP;01/12/2015;0;0;305148;140866;85054;0;531067;-115733;-230682;0;0;0;-346415;184652;279636;0;-173116;-69932;-28749;0;36173;-34397;9614;194267;-2004;192262;-45854;-2255;144154;-70000
BANCO DE DESENVOLVIMENTO DE MINAS GERAIS S.A.-BDMG;38486817;b4;;I;1;BELO HORIZONTE;MG;01/12/2015;352064;0;61000;91520;19593;0;524178;-61666;-303689;0;0;-200498;-565853;-41675;14840;5503;-58445;-21153;-18132;0;48280;-33409;-62515;-104190;-64;-104254;76185;-799;-28868;0
MERCEDES-BENZ;51262;b2;;C;3;SAO PAULO;SP;01/12/2015;492927;6825;4661;0;0;0;504414;-81495;-139945;-4986;0;-129814;-356240;148174;0;6474;-48141;-49708;-19732;0;56825;-39906;-94188;53985;-25766;28220;21564;0;49784;0
OMNI;50940;n1;;C;2;SAO PAULO;SP;01/12/2015;391391;4008;102896;-3523;0;0;494773;-279095;0;-2667;0;-93635;-375397;119375;13140;38779;-7973;-159641;-14750;10847;17985;-54031;-155645;-36270;-1924;-38194;51543;0;13349;0
PORTO SEGURO;51444;n1;;C;2;SAO PAULO;SP;01/12/2015;417115;0;19079;37725;0;0;473919;-58241;-67260;0;0;-231108;-356609;117309;111167;61179;-14476;-116056;-27883;0;52765;-138086;-71389;45920;0;45920;12642;-1693;56870;0
HONDA;51396;b2;;C;3;SAO PAULO;SP;01/12/2015;388450;172;11109;72070;0;0;471802;-143812;-87419;-133;0;-81011;-312375;159426;10650;37166;-8975;-90290;-13801;0;10983;-16802;-71068;88358;-34;88323;-14168;0;74156;0
BANCO FIDIS S/A;62237425;b2;;I;3;BETIM;MG;01/12/2015;321016;519;56349;73564;0;0;451448;-219804;-12487;-440;0;-19785;-252516;198932;4615;90;-11286;-18142;-5173;0;6833;-122964;-146027;52905;-12828;40078;11314;-799;50593;-33355
BANCO CNH INDUSTRIAL CAPITAL S.A.;2992446;b2;;I;3;CURITIBA;PR;01/12/2015;331275;14768;80139;-2484;0;0;423698;-120664;-44458;-11701;0;-123779;-300601;123097;4415;11;-21582;-36432;-11390;0;14454;-21311;-71835;51262;-714;50548;24963;-2540;72971;-9071
JOHN DEERE;50071;b1;;C;3;INDAIATUBA;SP;01/12/2015;412417;0;6195;4603;0;0;423215;-11618;-253930;0;0;-94432;-359980;63235;22145;257;-16951;-13894;-7697;0;22;-465;-16584;46651;26898;73549;-14033;-2790;56726;0
SCOTIABANK BRASIL S.A. BANCO MÚLTIPLO;29030467;b1;;I;3;SAO PAULO;SP;01/12/2015;16918;0;113353;110729;171066;0;412066;-31443;-262458;0;0;-803;-294703;117363;17778;0;-25717;-10849;-24295;0;1889;-10027;-51221;66142;-3;66138;338;-1621;64855;0
SOFISA;31873;b1;;C;2;SAO PAULO;SP;01/12/2015;222277;1660;94567;31686;40477;0;390666;-182830;-109038;-1518;0;-14887;-308273;82392;335;9255;-29638;-27936;-5819;16865;16074;-13079;-33942;48450;-243;48207;6631;-5348;49490;-16000
MIZUHO;51554;b1;;I;3;SAO PAULO;SP;01/12/2015;22100;0;76709;121595;157606;0;378011;-54921;-299739;0;0;-19704;-374364;3648;28676;137;-24734;-17298;-4632;28544;29933;-6840;33787;37434;-4;37431;5181;-575;42036;-9143
ASSOCIACAO DE POUPANCA E EMPRESTIMO - POUPEX;655522;n1;;I;2;BRASILIA;DF;01/12/2015;134072;0;196755;0;0;45511;376338;-209334;0;0;0;-6301;-215635;160703;0;2713;-48350;-28083;-9520;0;13604;-29518;-99153;61550;1520;63069;0;0;63069;0
BBM;30207;b1;;C;2;SALVADOR;BA;01/12/2015;131978;0;99151;67674;64240;0;363044;-128081;-118987;0;0;-5232;-252301;110743;9397;34;-23604;-17865;-4223;20776;24121;-80607;-71970;38773;-915;37858;5525;-16176;27208;-18905
HP FINANCIAL SERVICES ARRENDAMENTO MERCANTIL S.A.;97406706;n1;;I;3;BARUERI;SP;01/12/2015;185;350507;0;1357;0;0;352048;0;-44210;-264009;0;-44816;-353035;-987;0;0;0;-12670;-3193;0;3795;-1710;-13779;-14765;1480;-13285;19359;0;6074;0
ICBC DO BRASIL BANCO MÚLTIPLO S.A.;17453575;b1;;I;3;SAO PAULO;SP;01/12/2015;73894;0;33680;409;243238;0;351222;-16542;-309659;0;0;-585;-326786;24435;505;22;-7048;-6521;-1200;0;830;0;-13412;11024;-27;10997;-4288;-1473;5236;0
BANCO BONSUCESSO S.A.;71027866;b1;;I;2;BELO HORIZONTE;MG;01/12/2015;171642;0;90763;57227;16372;0;336003;-106798;-34;0;0;-17100;-123931;212072;2640;8165;-19551;-116752;-10582;6554;74558;-135970;-190938;21134;-1200;19934;1412;0;21346;-18600
BANCO DO ESTADO DE SERGIPE S.A.;13009717;b1;;I;1;ARACAJU;SE;01/12/2015;234064;0;86548;0;0;2674;323285;-142516;-7986;0;0;-30263;-180765;142520;33980;12187;-81035;-54978;-13965;-23278;1343;-1985;-127732;14788;-2119;12670;-5570;-4444;2655;-9329
COOPERATIVA CENTRAL DE CRÉDITO E INVESTIMENTO DOS ESTADOS DO PARANÁ, SÃO PAULO E RIO DE JANEIRO - CENTRAL SICREDI PR/SP/RJ;80230774;b3C;;I;2;CURITIBA;PR;01/12/2015;7715;0;313967;0;0;0;321681;-313967;-4;0;0;5;-313966;7716;0;0;-11537;76908;0;2255;885;-76209;-7698;17;-17;0;0;0;0;0
BANCO DE LAGE LANDEN BRASIL S.A.;5040481;b2;;I;3;PORTO ALEGRE;RS;01/12/2015;158893;108204;36412;0;0;0;303509;0;-38164;-97094;0;-54447;-189705;113805;14338;94;-30912;-34789;-8900;0;3695;-28401;-84875;28929;-235;28694;34802;0;63496;-49821
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDICITRUS;54037916;b3S;;I;2;BEBEDOURO;SP;01/12/2015;190066;0;111985;0;0;0;302051;-96439;-32069;0;0;-20329;-148836;153215;3192;2148;-36546;-30919;-451;0;6388;-6976;-63164;90052;-82;89969;-564;-3157;86249;-45104
COOPERATIVA DE CREDITO VALE DO ITAJAI - VIACREDI;82639451;b3S;;I;2;BLUMENAU;SC;01/12/2015;227582;0;65151;0;0;0;292733;-113762;-3856;0;0;-30064;-147681;145052;15236;9181;-42012;-56281;-225;0;5073;-4374;-73402;71650;-160;71490;0;-3676;67814;-55289
INTERMEDIUM;51884;b1;;C;2;BELO HORIZONTE;MG;01/12/2015;252563;0;22551;4454;0;0;279567;-131895;-1571;0;0;-29154;-162619;116948;3998;3462;-30198;-63703;-7309;1147;643;-6876;-98836;18112;-2769;15343;688;0;16031;-8860
INDUSVAL;50531;b1;;C;2;SAO PAULO;SP;01/12/2015;102279;0;184518;-69405;59397;0;276789;-216886;-23928;0;0;-59368;-300182;-23393;24080;6718;-39531;-45115;-3827;2236;37004;-12002;-30437;-53830;-4667;-58497;34335;-5015;-29177;0
BANCO TRIANGULO S.A.;17351180;b1;;I;2;UBERLANDIA;MG;01/12/2015;226108;0;40379;4720;0;0;271207;-95848;-8961;0;0;-68044;-172853;98355;15095;41958;-49968;-73470;-12507;6014;8334;-6314;-70859;27496;21;27516;7017;-5849;28685;-12662
RENDIMENTO;51468;b1;;C;2;SAO PAULO;SP;01/12/2015;47934;0;30316;2500;176444;0;257193;-60216;-3723;0;0;-5170;-69109;188084;24457;876;-56591;-63245;-8643;626;3503;-62109;-161127;26957;-87;26870;-7121;-909;18840;-6700
COOPERATIVA CENTRAL DE CRÉDITO DO ESTADO DE SÃO PAULO - SICOOB SÃO PAULO;63917579;b3C;;I;2;RIBEIRAO PRETO;SP;01/12/2015;221;0;251006;0;0;0;251227;-238856;0;0;0;0;-238856;12370;0;0;-2028;173;-11;6881;6;-76;4945;17316;18;17334;-4;0;17330;-13816
INDUSTRIAL DO BRASIL;50988;b1;;C;2;SAO PAULO;SP;01/12/2015;132795;0;44571;26439;40935;0;244740;-103324;-90085;0;0;-10389;-203798;40941;5205;2137;-26827;-12549;-6281;1282;22588;-78;-14523;26418;-400;26018;489;0;26507;-16900
COOPERATIVA CENTRAL DE CRÉDITO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CREDIMINAS;25683434;b3C;;I;2;BELO HORIZONTE;MG;01/12/2015;1456;0;233280;3;0;5667;240406;-215790;-12137;0;0;1120;-226808;13598;117;0;-11639;-5747;-11;9468;19558;-4654;7092;20690;-21;20668;-17;-325;20326;0
HAITONG;51482;b2;;C;3;SAO PAULO;SP;01/12/2015;66009;0;92713;69130;10324;0;238176;-316224;-9741;0;0;-10845;-336809;-98633;14014;326;-36816;-25934;-3592;77482;19331;-3009;41803;-56830;-3;-56834;65045;-309;7903;-11050
COOPERATIVA CENTRAL DE CRÉDITO DE SANTA CATARINA E RIO GRANDE DO SUL - SICOOB CENTRAL SC/RS;80160260;b3C;;I;2;FLORIANOPOLIS;SC;01/12/2015;2161;0;224747;0;0;3039;229946;-225874;-3314;0;0;-422;-229610;337;29;0;-5921;-6340;-36;0;12358;-426;-337;0;0;0;0;0;0;0
COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS OURO VERDE DE MATO GROSSO - SICREDI OURO VERDE MT;26529420;b3S;;I;2;LUCAS DO RIO VERDE;MT;01/12/2015;186286;0;39481;19;0;0;225786;-30145;-92481;0;0;-34694;-157319;68467;18668;5286;-25142;-15039;-507;0;11462;-19493;-24765;43703;-4145;39558;0;0;39558;-14214
DACASA FINANCEIRA;51891;n1;;C;2;VITORIA;ES;01/12/2015;166506;0;48351;-473;0;0;214384;-89900;0;0;0;-109671;-199570;14814;19694;13107;-7505;-83169;-10761;0;85721;-10461;6625;21439;16;21456;-13080;0;8376;0
CAIXA GERAL;51815;b1;;C;3;SAO PAULO;SP;01/12/2015;54650;0;73359;83704;0;0;211713;-53907;-15071;0;-108873;-12420;-190270;21442;8439;0;-22160;-14337;-5122;0;6929;-48008;-74258;-52816;-1403;-54219;24874;0;-29344;0
BANCO VOLVO BRASIL S.A.;58017179;b2;;I;3;CURITIBA;PR;01/12/2015;169963;14092;24702;0;0;0;208757;-6071;-64706;-11872;0;-102212;-184861;23896;172;4362;-17918;-29891;-5867;40;7315;-2354;-44141;-20245;326;-19919;25568;-826;4823;-24580
BARCLAYS;51705;b1;;C;3;SAO PAULO;SP;01/12/2015;0;0;197413;-6651;14871;0;205634;-152038;0;0;0;-11952;-163990;41643;49207;0;-47956;-21318;-9711;0;27741;-10704;-12742;28902;-5295;23606;-8923;-633;14051;-24540
BADESUL DESENVOLVIMENTO S.A - AGÊNCIA DE FOMENTO/RS;2885855;n1;;I;1;PORTO ALEGRE;RS;01/12/2015;158072;0;42682;0;0;0;200754;0;-79648;0;0;-100954;-180603;20152;6022;1043;-21518;-8510;-5708;0;3070;-20144;-45744;-25592;0;-25592;27287;0;1695;0
BANCO CATERPILLAR S.A.;2658435;b2;;I;3;SAO PAULO;SP;01/12/2015;130489;11012;38444;12262;0;0;192206;-30186;-52634;-6278;0;-104725;-193823;-1617;3398;1337;-20734;-15697;-5138;0;13302;-304;-23836;-25453;1054;-24399;40068;0;15669;-41000
CENTRAL DAS COOPERATIVAS DE ECONOMIA E CREDITO DO ESTADO DE MINAS GERAIS LTDA. - SICOOB CENTRAL CECREMGE;309024;b3C;;I;2;BELO HORIZONTE;MG;01/12/2015;4517;0;186181;0;0;0;190699;-186173;0;0;0;-11;-186184;4514;2;0;-5236;-2156;-31;5233;5396;-81;3126;7641;-234;7406;1;-364;7042;0
SOCOPA;50328;b1;;C;2;SAO PAULO;SP;01/12/2015;38083;0;83608;-52477;121441;0;190655;-111847;-12742;0;0;-2158;-126747;63908;38763;15568;-36905;-49873;-8303;-101;2398;-15398;-53852;10056;141;10197;7588;-23;17763;-9500
